gene_id	type	gene_type	gene_name	seqnames	logFC	AveExpr	t	P.Value	adj.P.Val	B
ABCG4	ENSG00000172350.9	gene	protein_coding	ABCG4	chr11	-0.389681392997157	3.80633393696251	-2.86009552408048	0.00470278861059189	0.0171234431151902	-2.59746550508645
PROKR1	ENSG00000169618.6	gene	protein_coding	PROKR1	chr2	-0.25913977463446	1.08573562658729	-2.7470083288332	0.00658541982639257	0.021967593577928	-2.59778137525387
AC000067.1	ENSG00000225007.1	gene	lincRNA	AC000067.1	chr22	-0.334250834754574	1.03936863329463	-2.7433252910558	0.00665687999276931	0.0221289643700065	-2.59781284802284
RN7SL704P	ENSG00000241693.2	gene	misc_RNA	RN7SL704P	chr22	-0.291279473364169	1.05144819488272	-2.74283927203189	0.00666636227228851	0.0221544316466028	-2.59784728485585
RP11-830F9.6	ENSG00000205018.2	gene	antisense	RP11-830F9.6	chr16	-0.243823635304538	1.37563371268006	-2.75734966673796	0.00638847310467962	0.0214536301776198	-2.5987707358674
SPN	ENSG00000197471.11	gene	protein_coding	SPN	chr16	-0.258447630662684	1.57679628112046	-2.75036167805212	0.00652096185272979	0.0218082476806757	-2.59881832922194
LCN9	ENSG00000148386.9	gene	protein_coding	LCN9	chr9	-0.299925849862484	1.14202507324417	-2.74711690952498	0.00658332367850099	0.021965477934439	-2.59980893739626
UBL4B	ENSG00000186150.4	gene	protein_coding	UBL4B	chr1	-0.278107696568772	1.35672478991932	-2.74726203035407	0.0065805230681978	0.0219621572358371	-2.59996793101723
MNDA	ENSG00000163563.7	gene	protein_coding	MNDA	chr1	-0.379084850589707	3.15715560663661	-2.79464845107063	0.00572171505646067	0.0197937334457114	-2.60027810213167
RP3-477M7.6	ENSG00000232663.2	gene	processed_pseudogene	RP3-477M7.6	chr1	-0.303124766010675	0.787336253752112	-2.7395594116292	0.00673067327525429	0.0223245338375961	-2.60065019831034
NANOS1	ENSG00000188613.6	gene	protein_coding	NANOS1	chr10	-0.228134661302538	2.73268677417762	-2.7905191279407	0.00579228469304604	0.0199867092017884	-2.60113286425857
NR2C2AP	ENSG00000184162.14	gene	protein_coding	NR2C2AP	chr19	-0.136611824886434	4.18625013463239	-2.85313666227297	0.00480266614433778	0.0173856371509802	-2.60151558095486
RPS15AP16	ENSG00000239483.1	gene	processed_pseudogene	RPS15AP16	chr3	-0.287774124688589	0.954629477903262	-2.73948047787328	0.00673222789833303	0.0223245338375961	-2.60159707016122
DDX39A	ENSG00000123136.14	gene	protein_coding	DDX39A	chr19	0.170515880728373	5.40581913479936	2.86563476068148	0.00462464491051732	0.0169377706868713	-2.60162635511599
ZDHHC22	ENSG00000177108.5	gene	protein_coding	ZDHHC22	chr14	-0.430887596533663	5.7606054120607	-2.84418274674048	0.00493402296718203	0.0177423557185248	-2.60196961313167
RP11-656D10.6	ENSG00000238186.1	gene	antisense	RP11-656D10.6	chr1	-0.307963638587698	1.62604851910118	-2.75415134781659	0.00644880569210826	0.0216174486758052	-2.60200766855156
RP11-93O14.2	ENSG00000261131.1	gene	sense_intronic	RP11-93O14.2	chr16	-0.270761803670234	1.30158071874089	-2.74404948106103	0.00664277364356447	0.0220971674525463	-2.60240101455483
RP11-305L7.1	ENSG00000230537.1	gene	lincRNA	RP11-305L7.1	chr9	-0.28687831242831	2.06968347057561	-2.75289875703723	0.00647257481142074	0.0216732377046334	-2.60319724573782
ZSCAN12	ENSG00000158691.14	gene	protein_coding	ZSCAN12	chr6	-0.146636795211543	2.51392397959105	-2.78444143391202	0.00589759102180372	0.0202438472856214	-2.60321328011966
MCF2L-AS1	ENSG00000235280.2	gene	antisense	MCF2L-AS1	chr13	-0.291074349378447	2.99563088090266	-2.82130378386063	0.0052846717958944	0.0186477251333011	-2.60325438721378
RP4-713A8.1	ENSG00000272161.1	gene	sense_intronic	RP4-713A8.1	chr1	-0.303506403361034	1.59034688162003	-2.75631370421354	0.00640795905861279	0.0215012610531029	-2.60341063488127
RP11-889L3.1	ENSG00000218227.3	gene	processed_pseudogene	RP11-889L3.1	chr5	-0.518962719689471	6.10439227935884	-2.84656521089634	0.00489875538452446	0.0176468342471839	-2.60477578767711
CCL24	ENSG00000106178.6	gene	protein_coding	CCL24	chr7	-0.307431930983644	0.820877913510183	-2.74637827308754	0.00659759498125913	0.0219980109488878	-2.60576310814724
HMGN1P3	ENSG00000258967.1	gene	processed_pseudogene	HMGN1P3	chr14	-0.321254896929555	2.02733363419116	-2.7905947863476	0.00579098461889986	0.0199850575571395	-2.6071601909524
BDKRB1	ENSG00000100739.10	gene	protein_coding	BDKRB1	chr14	-0.259291795062432	1.1166303813438	-2.74204338686782	0.00668191650209885	0.0221909675806805	-2.6075064539005
PLEKHG1	ENSG00000120278.15	gene	protein_coding	PLEKHG1	chr6	0.246812430430743	3.69387145568197	2.82671022252598	0.00519982316970942	0.0184097348252372	-2.60768186176239
RP11-848P1.2	ENSG00000264456.1	gene	sense_intronic	RP11-848P1.2	chr17	-0.219842079135784	1.76399213879229	-2.75305376436899	0.00646962909755284	0.0216693386486042	-2.60795364505367
EIF4E3	ENSG00000163412.12	gene	protein_coding	EIF4E3	chr3	-0.192590154343652	4.66558965913594	-2.86207556018305	0.00467471834302387	0.0170493025462106	-2.60801486995778
RP11-686D22.10	ENSG00000267554.1	gene	processed_pseudogene	RP11-686D22.10	chr17	-0.285190735590023	1.01128487591997	-2.73917185209241	0.00673830949474738	0.0223334846809658	-2.60850015055205
NTN5	ENSG00000142233.11	gene	protein_coding	NTN5	chr19	-0.26666211936355	2.48329794217471	-2.76901937885676	0.00617265390286722	0.0209019720886234	-2.60918801287267
RP11-536K7.3	ENSG00000232807.2	gene	antisense	RP11-536K7.3	chr10	-0.195513488565759	1.81515107687317	-2.75437026040079	0.00644465974797799	0.0216095054669659	-2.60953552113801
CTD-2525I3.2	ENSG00000267927.1	gene	antisense	CTD-2525I3.2	chr19	-0.265190834901866	1.06380077386475	-2.7434119903278	0.00665518976635443	0.0221273515943749	-2.60963080464759
RP5-1126H10.2	ENSG00000272084.1	gene	3prime_overlapping_ncRNA	RP5-1126H10.2	chr1	-0.202134148224782	1.70302675539732	-2.75792866293784	0.00637760588979336	0.0214260081881624	-2.6105366280052
CTD-3193K9.3	ENSG00000267765.1	gene	antisense	CTD-3193K9.3	chr17	-0.385310240520203	3.12798245530405	-2.83660536480238	0.00504773488338826	0.0180607680644841	-2.611419685873
TMEM232	ENSG00000186952.14	gene	protein_coding	TMEM232	chr5	0.297158729579355	2.23288934185169	2.76340617852414	0.00627562453955497	0.0211681609659466	-2.611734916134
RP11-342L8.2	ENSG00000261970.1	gene	processed_pseudogene	RP11-342L8.2	chr6	-0.319796571713271	1.00931255846477	-2.73888429987479	0.00674398030595572	0.0223421896573942	-2.61180808789624
MYOM1	ENSG00000101605.12	gene	protein_coding	MYOM1	chr18	0.228819890883827	4.01958442248458	2.83171527939432	0.00512238154207582	0.0182283959219987	-2.61285536495127
RPL23AP1	ENSG00000239257.1	gene	transcribed_processed_pseudogene	RPL23AP1	chr6	-0.315256820784546	3.01976052204765	-2.79937364281303	0.00564192143021206	0.0195901167970685	-2.6143486392114
SLC29A1	ENSG00000112759.16	gene	protein_coding	SLC29A1	chr6	-0.244757195663853	4.28062150890885	-2.85768932052685	0.00473710744777883	0.0172133872387577	-2.61482067184656
MSS51	ENSG00000166343.9	gene	protein_coding	MSS51	chr10	-0.180320385337404	2.59972895834169	-2.78587472106254	0.00587260138484782	0.0201870642932369	-2.61564626925187
AP006222.2	ENSG00000228463.9	gene	lincRNA	AP006222.2	chr1	-0.233081927410007	1.39282980340042	-2.74880166510574	0.00655087689547556	0.0218932465476539	-2.61565475400769
AC062017.1	ENSG00000222020.2	gene	antisense	AC062017.1	chr2	0.278805436995892	3.22979745401906	2.79212084371162	0.00576481820194044	0.0199173568380021	-2.61574062783343
KLK1	ENSG00000167748.10	gene	protein_coding	KLK1	chr19	-0.362818510074952	1.22779716325574	-2.75704102465462	0.0063942728857155	0.0214671808071558	-2.61597710524169
LDB2	ENSG00000169744.12	gene	protein_coding	LDB2	chr4	-0.461482513213459	5.18796740632452	-2.85214631232376	0.00481703639721414	0.0174169260728518	-2.61626750516153
ADGRE1	ENSG00000174837.14	gene	protein_coding	ADGRE1	chr19	-0.304171661864119	1.03269841519437	-2.73445576331933	0.00683186303852653	0.0225841342020856	-2.61648287984829
LINC01956	ENSG00000258910.2	gene	lincRNA	LINC01956	chr2	-0.283654407634308	0.811978045109435	-2.73406221400882	0.00683972284303687	0.0226039740248692	-2.61659327600563
FAT1	ENSG00000083857.13	gene	protein_coding	FAT1	chr4	0.236234922916152	3.69569120510365	2.82827030281485	0.00517557094289688	0.0183479004867669	-2.61679083899804
UCN	ENSG00000163794.6	gene	protein_coding	UCN	chr2	-0.261277973521427	4.65014177012106	-2.8573640666751	0.00474176391608902	0.0172208952260313	-2.61682169958811
INTS4P2	ENSG00000273024.5	gene	transcribed_unprocessed_pseudogene	INTS4P2	chr7	-0.24600611084946	1.22659994641286	-2.74699052608025	0.00658576356586136	0.021967593577928	-2.61689354939852
RP11-535A5.1	ENSG00000273348.1	gene	lincRNA	RP11-535A5.1	chr18	-0.298506365463349	0.863008113756657	-2.73093796157452	0.00690241022672774	0.0227616753613833	-2.61750308390835
STX18	ENSG00000168818.9	gene	protein_coding	STX18	chr4	0.116386138754522	5.2750039372406	2.85861496341613	0.00472387838036416	0.0171822336663567	-2.61808909614022
S100A8	ENSG00000143546.9	gene	protein_coding	S100A8	chr1	-0.807919064648578	4.58932959963909	-2.84986036656574	0.00485035592954027	0.0175113755402455	-2.61882812565666
TTC32	ENSG00000183891.5	gene	protein_coding	TTC32	chr2	0.219592888005243	4.35320598646009	2.85302078215559	0.00480434557505762	0.0173865428887627	-2.61892531702272
KHK	ENSG00000138030.12	gene	protein_coding	KHK	chr2	-0.157040671784388	4.04597799943092	-2.85233354032049	0.00481431666493571	0.0174122676464822	-2.62040121877953
OPN3	ENSG00000054277.13	gene	protein_coding	OPN3	chr1	-0.272669884399919	1.99386306392906	-2.76368789295751	0.00627041975168146	0.021159405347907	-2.6208341159349
ALS2CR12	ENSG00000155749.12	gene	protein_coding	ALS2CR12	chr2	0.373975277422964	2.23156481825288	2.75920329265206	0.00635374134075716	0.0213812623541662	-2.62117655460208
NCOR2	ENSG00000196498.13	gene	protein_coding	NCOR2	chr12	-0.174196032692832	6.26379054898334	-2.83913361444973	0.00500953132220415	0.0179554945594029	-2.62158677087861
XXbac-B444P24.13	ENSG00000273343.1	gene	sense_intronic	XXbac-B444P24.13	chr22	-0.20884570152663	2.55059778377745	-2.77952845113765	0.00598398454003991	0.0204710832197934	-2.62180329134274
AP2A1	ENSG00000196961.12	gene	protein_coding	AP2A1	chr19	-0.234929220606196	6.5458722157976	-2.83193032957671	0.00511907780055089	0.0182219696982302	-2.62186564654188
RP1-101K10.6	ENSG00000227627.2	gene	antisense	RP1-101K10.6	chr6	-0.265802220825149	1.00250784797861	-2.73564616584827	0.00680813857149383	0.0225301974217145	-2.62190840308862
RP11-372E1.7	ENSG00000241592.1	gene	processed_pseudogene	RP11-372E1.7	chr3	-0.285273426317897	0.862974391327563	-2.73485976944752	0.00682380290354683	0.0225693104283772	-2.6236514604665
RP11-467L19.16	ENSG00000278626.1	gene	lincRNA	RP11-467L19.16	chr15	-0.280681478840468	1.34235786061609	-2.73911061276016	0.00673951683220923	0.0223334846809658	-2.62471912126462
GGT7	ENSG00000131067.16	gene	protein_coding	GGT7	chr20	-0.220071650404652	6.27514253643202	-2.83329947922368	0.00509808950280465	0.0181658637380254	-2.62633407948293
FIS1	ENSG00000214253.8	gene	protein_coding	FIS1	chr7	0.182966820582012	8.18380366234183	2.81221873149762	0.00543009521033953	0.019021560126653	-2.62643753724659
AC008073.9	ENSG00000223754.1	gene	antisense	AC008073.9	chr2	-0.246605780056954	1.13934345111271	-2.73701460163427	0.00678095814106715	0.0224494096573906	-2.62644316033035
RP11-481J2.4	ENSG00000276259.1	gene	antisense	RP11-481J2.4	chr16	-0.235374762189653	3.76953920584801	-2.8313460432606	0.00512805851920571	0.018243261262213	-2.62707155678013
UBE2E2	ENSG00000182247.9	gene	protein_coding	UBE2E2	chr3	-0.277085832163277	5.66910934736128	-2.84493183857744	0.0049229093066536	0.0177154834241802	-2.62745682657088
LGALS17A	ENSG00000226025.9	gene	transcribed_unprocessed_pseudogene	LGALS17A	chr19	-0.303224953997623	0.858305755440842	-2.72862540544951	0.00694914562822274	0.0228785809383842	-2.62780457440772
MITF	ENSG00000187098.14	gene	protein_coding	MITF	chr3	0.24734733913362	3.02915605120892	2.78208513933499	0.00593888346344144	0.0203597343476864	-2.62819415687619
PRRG2	ENSG00000126460.10	gene	protein_coding	PRRG2	chr19	-0.248327115964792	1.44678093438793	-2.74125388645309	0.00669737843085975	0.02223624689176	-2.6282650113498
CNTF	ENSG00000242689.2	gene	protein_coding	CNTF	chr11	0.284881837928707	2.5116208778028	2.76280827685186	0.00628668400255975	0.0211863588419706	-2.62928058478956
COL23A1	ENSG00000050767.15	gene	protein_coding	COL23A1	chr5	-0.299984925669296	2.71148142002522	-2.79686346602652	0.00568418357199403	0.0196903730813273	-2.63022735997241
HIST3H2A	ENSG00000181218.5	gene	protein_coding	HIST3H2A	chr1	-0.292791868256088	5.22634353791817	-2.84797190884024	0.0048780401098116	0.0175878357841903	-2.63024314063968
GPBP1L1	ENSG00000159592.10	gene	protein_coding	GPBP1L1	chr1	0.117987219107255	5.21913664517816	2.85498633848671	0.00477593148097739	0.0173201680840243	-2.63041116211023
RNF150	ENSG00000170153.10	gene	protein_coding	RNF150	chr4	-0.232681299256819	3.08892026074925	-2.81343759372645	0.00541037580360587	0.0189784376155898	-2.63047607512332
RPL18AP7	ENSG00000232439.1	gene	processed_pseudogene	RPL18AP7	chr3	-0.282334760821854	1.3031853565581	-2.7448942210169	0.00662635335383855	0.0220603208764047	-2.63094218212359
MSANTD2	ENSG00000120458.10	gene	protein_coding	MSANTD2	chr11	0.19767413272168	4.22867804497316	2.83368773403761	0.00509215205641896	0.018156109929048	-2.63176269658051
RPS27AP12	ENSG00000225224.1	gene	processed_pseudogene	RPS27AP12	chr7	-0.267684545065779	1.09801726265134	-2.73052937857245	0.00691064669571687	0.0227771784869467	-2.63179391214244
AC009227.2	ENSG00000224675.1	gene	antisense	AC009227.2	chr2	-0.268332239437571	0.946952056441412	-2.72952077167068	0.0069310169246545	0.0228343455351177	-2.63214351531463
HAR1A	ENSG00000225978.3	gene	lincRNA	HAR1A	chr20	-0.383958768948967	4.50882106572848	-2.85215889865362	0.00481685352034167	0.0174169260728518	-2.63232700695442
MKRN7P	ENSG00000225849.2	gene	transcribed_processed_pseudogene	MKRN7P	chr20	-0.259263819105195	1.4261216524734	-2.73138776031239	0.00689335318392506	0.0227441392683614	-2.63279435030254
NHLH2	ENSG00000177551.5	gene	protein_coding	NHLH2	chr1	0.228272450953795	2.60393828604026	2.7694531718796	0.00616476042158593	0.0208839628316883	-2.63373442341096
RP11-436F23.1	ENSG00000249330.1	gene	antisense	RP11-436F23.1	chr4	-0.269120378962435	1.47096197479719	-2.74393378995069	0.0066450253476728	0.0221016359137224	-2.63394043608505
RALGAPA2	ENSG00000188559.13	gene	protein_coding	RALGAPA2	chr20	0.162510781163421	3.2382935225465	2.80231154749003	0.00559282088055824	0.0194696425846304	-2.63425724807877
AF127936.5	ENSG00000226751.2	gene	lincRNA	AF127936.5	chr21	-0.318656134193404	1.42794663946012	-2.73935170877479	0.00673476474100521	0.0223299027185414	-2.63438928795951
IBA57	ENSG00000181873.12	gene	protein_coding	IBA57	chr1	-0.133954616994631	2.28223879283075	-2.76459090013954	0.00625376271297913	0.0211207727383096	-2.63588260113417
USP28	ENSG00000048028.11	gene	protein_coding	USP28	chr11	-0.131715778052678	3.64749880972277	-2.82993817934371	0.00514975693894014	0.0182945431269969	-2.63591536302417
ZNF790-AS1	ENSG00000267254.5	gene	antisense	ZNF790-AS1	chr19	-0.208974840296718	3.20700697997854	-2.81413973561214	0.00539904577644525	0.0189523566211099	-2.63731741693435
CSPP1	ENSG00000104218.14	gene	protein_coding	CSPP1	chr8	0.195304256130415	3.57449600147411	2.81165413068323	0.0054392517669765	0.0190440344640291	-2.63758625961848
SMS	ENSG00000102172.15	gene	protein_coding	SMS	chrX	-0.300183747340313	6.43455985585487	-2.83345974948413	0.00509563778131385	0.0181597872007274	-2.63783232912975
TCTN1	ENSG00000204852.15	gene	protein_coding	TCTN1	chr12	0.185736049177579	4.3421663018379	2.84510815623506	0.00492029674608763	0.0177087011586261	-2.63852301765049
CEP164	ENSG00000110274.15	gene	protein_coding	CEP164	chr11	0.159886395702486	4.46723997056253	2.84486567401043	0.00492389001648972	0.0177163922066245	-2.63878540213217
R3HCC1L	ENSG00000166024.13	gene	protein_coding	R3HCC1L	chr10	0.14008274314137	3.78844858398004	2.8206113193175	0.00529562990712198	0.0186782655320785	-2.6389183797837
NEAT1	ENSG00000245532.7	gene	lincRNA	NEAT1	chr11	0.405347523826727	6.192566102865	2.84809788498716	0.00487618886529901	0.0175878357841903	-2.6411491226633
NINJ1	ENSG00000131669.9	gene	protein_coding	NINJ1	chr9	-0.231681574318683	5.48595247620435	-2.85127136554072	0.00482976472927862	0.01744739062559	-2.64233781375846
PIGQ	ENSG00000007541.16	gene	protein_coding	PIGQ	chr16	-0.173772984853624	5.33890704006645	-2.84714297084361	0.00489023750695819	0.0176265894139693	-2.64385169037847
ODF2	ENSG00000136811.16	gene	protein_coding	ODF2	chr9	0.142174468176453	4.59214796244623	2.84648722664264	0.0048999061367725	0.017648366588849	-2.6440171972984
C1orf189	ENSG00000163263.6	gene	protein_coding	C1orf189	chr1	0.448159166151759	1.45902347071281	2.72533301317322	0.0070161772172391	0.0230493642580917	-2.64508893835345
TPD52	ENSG00000076554.15	gene	protein_coding	TPD52	chr8	-0.250180587196134	6.18101030171506	-2.83136367833246	0.00512778725107307	0.018243261262213	-2.64621572384328
SLC39A2	ENSG00000165794.9	gene	protein_coding	SLC39A2	chr14	-0.28242376931537	1.08751995020994	-2.72236257029584	0.00707715563543627	0.023180828838202	-2.64703332480847
RP11-566K19.11	ENSG00000274835.1	gene	unprocessed_pseudogene	RP11-566K19.11	chr15	-0.286432943635433	1.01926360743816	-2.72831841001774	0.00695537131622274	0.0228959794511838	-2.64757201149578
HEATR5A	ENSG00000129493.14	gene	protein_coding	HEATR5A	chr14	0.223468934417222	4.13805747427805	2.82309663188115	0.00525639617713946	0.018569496005489	-2.64906929399719
SSH3	ENSG00000172830.12	gene	protein_coding	SSH3	chr11	0.228398173707339	4.69744110815542	2.83892307996389	0.00501270255491455	0.0179642146355975	-2.65010270896854
ARHGAP9	ENSG00000123329.17	gene	protein_coding	ARHGAP9	chr12	-0.337094872867773	2.82387523900463	-2.77372977368001	0.006087430474813	0.0207153434320354	-2.6506585387864
TMEM30B	ENSG00000182107.6	gene	protein_coding	TMEM30B	chr14	-0.262873910561488	1.31170827982303	-2.72920408640021	0.00693742403115417	0.022852359420252	-2.65076293791135
GXYLT1P5	ENSG00000276591.1	gene	transcribed_processed_pseudogene	GXYLT1P5	chr9	-0.237422142465963	1.08427186022492	-2.73229222352466	0.00687517368687732	0.0227026297233612	-2.65128694079616
RP11-645C24.5	ENSG00000260306.1	gene	lincRNA	RP11-645C24.5	chr16	-0.250168172272263	1.65096904850115	-2.73626898511591	0.00679575567014784	0.0224922779832264	-2.65172814072933
PWWP2A	ENSG00000170234.12	gene	protein_coding	PWWP2A	chr5	0.1484143300678	4.01450219670487	2.82827706876495	0.00517546598753864	0.0183479004867669	-2.65212105873848
FBXO42	ENSG00000037637.10	gene	protein_coding	FBXO42	chr1	-0.118865791903908	3.80776298593871	-2.82994746150282	0.00514961360610537	0.0182945431269969	-2.65245384701942
RP1-149A16.12	ENSG00000234626.1	gene	antisense	RP1-149A16.12	chr22	-0.358413565190944	1.56369193349748	-2.73689846765622	0.00678326101929961	0.0224539783128652	-2.65276052009123
CTC-492K19.7	ENSG00000277453.1	gene	lincRNA	CTC-492K19.7	chr19	-0.272130480294885	1.01094595526649	-2.72491822621956	0.00702466346523738	0.023061673473111	-2.65305500970146
HIGD1C	ENSG00000214511.3	gene	protein_coding	HIGD1C	chr12	-0.290493394130104	0.975914542804496	-2.71786140215663	0.00717047161871141	0.0234171240917112	-2.65364437041429
AC140912.1	ENSG00000261227.2	gene	lincRNA	AC140912.1	chr16	-0.277819877163342	1.87089125245423	-2.74185558254224	0.00668559161152151	0.0222001424741802	-2.65379434069635
GAS2L1	ENSG00000185340.15	gene	protein_coding	GAS2L1	chr22	-0.231471504059638	6.07417535842812	-2.83436794859451	0.00508176495446744	0.0181369137952461	-2.65382799181173
RP11-540B6.3	ENSG00000261628.1	gene	unprocessed_pseudogene	RP11-540B6.3	chr15	-0.275395808745638	0.903738944574452	-2.7238150821306	0.00704727823824081	0.0231078543849594	-2.65421105447187
RP11-1007O24.2	ENSG00000261187.1	gene	lincRNA	RP11-1007O24.2	chr15	-0.231184614285068	1.97829758047862	-2.74789382891181	0.00656834290011379	0.0219365521976347	-2.65474582015121
RP11-490D19.8	ENSG00000233055.1	gene	processed_pseudogene	RP11-490D19.8	chr9	-0.269259426220315	1.01967212619234	-2.72805193516529	0.00696077936331991	0.0229106486525912	-2.65506535096653
ST8SIA3	ENSG00000177511.5	gene	protein_coding	ST8SIA3	chr18	-0.472961688044116	4.7525600370936	-2.84036148289203	0.00499107261620683	0.0179104419988661	-2.65529825118391
NSUN6	ENSG00000241058.3	gene	protein_coding	NSUN6	chr10	0.167496112030366	4.85532338862071	2.84327286826491	0.0049475528438385	0.0177778704313382	-2.65569644267636
SP1	ENSG00000185591.9	gene	protein_coding	SP1	chr12	0.199547757204876	4.43373270339405	2.83367365792803	0.00509236720739103	0.018156109929048	-2.65753281371727
RHBDD2	ENSG00000005486.16	gene	protein_coding	RHBDD2	chr7	-0.329158279108094	8.65437015429738	-2.78456044832397	0.00589551231133267	0.0202405450465481	-2.6575948034361
IARS2	ENSG00000067704.9	gene	protein_coding	IARS2	chr1	0.183031762277794	6.00348486600942	2.83657390681688	0.00504821190230785	0.0180607680644841	-2.65784156468795
PLPPR3	ENSG00000129951.18	gene	protein_coding	PLPPR3	chr19	-0.5722381949469	5.73042935801709	-2.83394143669844	0.00508827567318152	0.0181521623355581	-2.65798610053105
RP11-598F7.4	ENSG00000249695.6	gene	antisense	RP11-598F7.4	chr12	-0.309755537294069	1.49523196844003	-2.73929531682005	0.0067358759751714	0.0223305440081646	-2.65872829917693
PPIB	ENSG00000166794.4	gene	protein_coding	PPIB	chr15	0.148366719801097	8.17201031687783	2.80080747900069	0.00561790929290216	0.0195210096813073	-2.65907402460544
PAPSS1	ENSG00000138801.8	gene	protein_coding	PAPSS1	chr4	0.202274876229587	6.9645487814125	2.81789833907497	0.00533876181429107	0.0187976953605936	-2.65939409834838
AC004980.10	ENSG00000214243.3	gene	processed_pseudogene	AC004980.10	chr7	-0.247403070004999	1.22001210034549	-2.73275990316714	0.00686579047306028	0.0226747227106769	-2.65954955590113
RP3-395M20.8	ENSG00000238164.6	gene	antisense	RP3-395M20.8	chr1	-0.234317413593451	1.44535053751506	-2.72506137541732	0.00702173368460834	0.0230582778440438	-2.66021443779522
HAX1	ENSG00000143575.14	gene	protein_coding	HAX1	chr1	-0.126623973524874	7.31207928755629	-2.81113832044014	0.0054476293269088	0.0190623934307049	-2.6608860831546
KCNF1	ENSG00000162975.4	gene	protein_coding	KCNF1	chr2	-0.425207466327296	6.16486719569937	-2.81679517661075	0.00535639152897463	0.0188488582441355	-2.66146254882253
TBC1D3E	ENSG00000278599.5	gene	protein_coding	TBC1D3E	chr17	-0.325100614636527	0.856375616713119	-2.71616761650995	0.00720587358968437	0.0235004752778841	-2.66281518360195
MUTYH	ENSG00000132781.17	gene	protein_coding	MUTYH	chr1	0.172957437395965	4.4603389103031	2.8324480789039	0.00511113175672953	0.0182043384045132	-2.66305262114352
WASIR2	ENSG00000231439.4	gene	lincRNA	WASIR2	chr16	-0.312905509541237	1.6751379632149	-2.7408054849726	0.0067061745514708	0.022259376103313	-2.66410828694095
VN1R1	ENSG00000178201.4	gene	protein_coding	VN1R1	chr19	-0.173283015823582	3.0478645192413	-2.78356637987286	0.00591289520453847	0.0202877930230462	-2.66539510796848
RP11-286H14.4	ENSG00000230626.4	gene	protein_coding	RP11-286H14.4	chr7	-0.247376997602261	1.12622139447567	-2.72467436125866	0.00702965710521844	0.0230718410049865	-2.66562495256587
SPATA9	ENSG00000145757.15	gene	protein_coding	SPATA9	chr5	-0.211475808559853	1.42934580314503	-2.72404348945531	0.00704259042061971	0.0231003507909732	-2.66574304150456
TLDC1	ENSG00000140950.15	gene	protein_coding	TLDC1	chr16	-0.155849410948861	2.9867033561249	-2.7984911598582	0.00565674652527878	0.0196191935794772	-2.66709066954685
EBF3	ENSG00000108001.13	gene	protein_coding	EBF3	chr10	-0.22372227924223	1.29232809899288	-2.72178853261558	0.00708899485131061	0.02321335729911	-2.66717793948296
LILRA2	ENSG00000239998.5	gene	protein_coding	LILRA2	chr19	-0.284392107220735	1.82672778655176	-2.72769950050765	0.00696793779137588	0.0229211009338382	-2.66888146171981
RP11-540N6.1	ENSG00000236303.2	gene	lincRNA	RP11-540N6.1	chr10	-0.322022056016414	1.10633079402168	-2.71854196470213	0.00715629148256562	0.0233802298604568	-2.66921872372228
PPP3CC	ENSG00000120910.14	gene	protein_coding	PPP3CC	chr8	-0.125303611169415	4.22320441789183	-2.83279931322866	0.00510574766309621	0.0181878243987014	-2.6692943013488
VPS53	ENSG00000141252.19	gene	protein_coding	VPS53	chr17	-0.163511487334306	4.21105409431873	-2.83631381741528	0.00505215738937864	0.018063040306184	-2.66945187663929
SGO2	ENSG00000163535.17	gene	protein_coding	SGO2	chr2	-0.16810778315033	1.58168065891293	-2.72791776252206	0.0069635038073845	0.0229106486525912	-2.67008578113836
EIF2S2	ENSG00000125977.6	gene	protein_coding	EIF2S2	chr20	0.153682016139521	6.46302087538831	2.82447618587652	0.00523473260223297	0.0185090894074013	-2.67036308966708
SKINT1L	ENSG00000242267.6	gene	transcribed_unitary_pseudogene	SKINT1L	chr1	-0.257496584017325	1.10661035689387	-2.71494387070016	0.00723154950797144	0.0235596678533671	-2.67059374314085
KIF11	ENSG00000138160.5	gene	protein_coding	KIF11	chr10	-0.176328197575691	1.57440934784139	-2.72559554893768	0.00701081071700807	0.023037955800217	-2.67160848168783
TGM1	ENSG00000092295.11	gene	protein_coding	TGM1	chr14	-0.218248556665259	1.9005978320471	-2.74002497082332	0.00672151056633005	0.0223011526085927	-2.67196187053108
ISPD	ENSG00000214960.9	gene	protein_coding	ISPD	chr7	-0.151153377412774	2.22502453847422	-2.75366164921965	0.00645808875783387	0.021639622569632	-2.67217801858769
LRRC38	ENSG00000162494.5	gene	protein_coding	LRRC38	chr1	-0.286922724186809	1.17540364858698	-2.72449871421789	0.00703325583209988	0.0230805387638239	-2.67231866508724
PPHLN1	ENSG00000134283.17	gene	protein_coding	PPHLN1	chr12	-0.119709754544706	4.07076184370307	-2.82967186164825	0.00515387089973108	0.0183003034136686	-2.6724111063151
RP11-945C19.4	ENSG00000264449.5	gene	antisense	RP11-945C19.4	chr18	-0.292081155450589	0.904814227301661	-2.70999866503342	0.00733615184496241	0.0237972158734636	-2.67255217743679
RP11-420L9.2	ENSG00000219992.2	gene	processed_pseudogene	RP11-420L9.2	chr6	-0.263904907419627	1.22956501462569	-2.7168479039705	0.00719163588427	0.0234736384577796	-2.67261690826359
