type	gene_type	gene_name	gene_id	seqnames	logFC	AveExpr	t	P.Value	adj.P.Val	B
CA14	gene	protein_coding	CA14	ENSG00000118298.10	chr1	1.0821963470474	4.43148479075474	7.76568581732807	4.70075680423654e-13	2.36300440179907e-11	19.1121036415546
RP11-193M21.1	gene	lincRNA	RP11-193M21.1	ENSG00000269916.1	chr12	1.24652404850842	2.27372698189903	7.73034769461656	5.81102831287148e-13	2.82200237229866e-11	19.0029969950059
CROCC2	gene	protein_coding	CROCC2	ENSG00000226321.5	chr2	1.12842978872447	1.60707826026438	7.71662161940705	6.30906154432572e-13	3.03358631172816e-11	18.9315262097982
VWA5B1	gene	protein_coding	VWA5B1	ENSG00000158816.15	chr1	1.06134339167229	1.53455397308532	7.69019941018272	7.3895808787286e-13	3.47082051697813e-11	18.7800094111385
ENPP6	gene	protein_coding	ENPP6	ENSG00000164303.10	chr4	1.01280567683145	3.74926403220453	7.66990412132777	8.34209166207248e-13	3.83673138257511e-11	18.556803904231
COL4A5	gene	protein_coding	COL4A5	ENSG00000188153.12	chrX	1.04746422087756	5.28769871168079	7.66395381113438	8.64369735064312e-13	3.91412442997312e-11	18.497628575085
DAW1	gene	protein_coding	DAW1	ENSG00000123977.9	chr2	1.04735062358931	2.80827022990175	7.62550498721566	1.0869833027953e-12	4.68076172690436e-11	18.3569139043105
TF	gene	protein_coding	TF	ENSG00000091513.14	chr3	1.3012944483492	9.6911298014234	7.61778589491292	1.13808068355057e-12	4.86493379350551e-11	18.3225974547176
LRTM2	gene	protein_coding	LRTM2	ENSG00000166159.10	chr12	-1.46258373776947	3.53784258772221	-7.61386479805906	1.16493934255662e-12	4.93780038404226e-11	18.212740902389
AC112721.2	gene	lincRNA	AC112721.2	ENSG00000222032.1	chr2	-1.25786847089113	1.2035754717283	-7.57346868458922	1.48085944845259e-12	5.98752260218509e-11	18.1030960983454
AC104809.2	gene	antisense	AC104809.2	ENSG00000223991.1	chr2	1.17980159362076	1.53197545921645	7.5530594144394	1.67130892278474e-12	6.67700264225823e-11	17.9898261966402
EFHB	gene	protein_coding	EFHB	ENSG00000163576.17	chr3	1.1020620723987	2.38962938240596	7.54586290384557	1.74408085999591e-12	6.84411085866136e-11	17.9418037448188
RP11-60L3.6	gene	antisense	RP11-60L3.6	ENSG00000277749.1	chr15	1.2044680959979	1.5712295263774	7.53588591247671	1.85017643703374e-12	7.16796062309408e-11	17.8907521255052
LINC01765	gene	lincRNA	LINC01765	ENSG00000233730.1	chr1	1.28918948033685	1.6831896512855	7.53318378527015	1.87999267176493e-12	7.26100996033643e-11	17.8749667831711
TEKT4	gene	protein_coding	TEKT4	ENSG00000163060.7	chr2	1.37987446052207	2.25938570648335	7.52386026811117	1.98656495719248e-12	7.62352135780647e-11	17.8102827680773
C1orf158	gene	protein_coding	C1orf158	ENSG00000157330.9	chr1	1.03982382777771	1.55671799244073	7.5089097364954	2.17005167510201e-12	8.22388742293333e-11	17.7361366108856
TTR	gene	protein_coding	TTR	ENSG00000118271.9	chr18	2.79679401693703	7.08641859568802	7.50585853349356	2.2095076366824e-12	8.34120304190013e-11	17.6338673411685
LINC00314	gene	lincRNA	LINC00314	ENSG00000178457.3	chr21	-1.15268756215072	1.38565945384754	-7.49400790688902	2.36959057876321e-12	8.78843578983367e-11	17.6252724985254
SDR42E2	gene	protein_coding	SDR42E2	ENSG00000183921.7	chr16	1.04818608184619	1.96372074665274	7.47037760832889	2.72378650047055e-12	9.87626312316669e-11	17.5122210516741
RP11-481H12.1	gene	processed_pseudogene	RP11-481H12.1	ENSG00000230018.1	chr10	1.17461176422672	1.8987948199369	7.40139954693743	4.08513833551275e-12	1.3998790944088e-10	17.1212409899438
GMPR	gene	protein_coding	GMPR	ENSG00000137198.9	chr6	1.0660393278913	5.21799803599568	7.41406322300208	3.79273565390811e-12	1.31262103071955e-10	17.046794937835
ECM2	gene	protein_coding	ECM2	ENSG00000106823.12	chr9	1.01639998320656	3.09470585615024	7.38361511315847	4.53371981211822e-12	1.5214538348805e-10	16.9850955905784
GLDN	gene	protein_coding	GLDN	ENSG00000186417.13	chr15	1.03998246233514	5.23613282822626	7.36101126803167	5.17465942735002e-12	1.6967582731459e-10	16.7426421500882
CDH9	gene	protein_coding	CDH9	ENSG00000113100.9	chr5	-1.09951007499282	2.67420934883204	-7.31030710722658	6.95603512579401e-12	2.17253317856955e-10	16.4756394013828
CTD-2228A4.1	gene	lincRNA	CTD-2228A4.1	ENSG00000271892.1	chr5	-1.13164241448619	3.73280411981036	-7.28165208329968	8.21793085002726e-12	2.47390807045441e-10	16.3073704905493
ADRA1B	gene	protein_coding	ADRA1B	ENSG00000170214.3	chr5	-1.07570634748942	3.16236689723906	-7.26875304445089	8.85735586684893e-12	2.63125113846684e-10	16.2278368838004
POSTN	gene	protein_coding	POSTN	ENSG00000133110.14	chr13	-1.08287868295125	1.66423071615044	-7.24422897104182	1.02114652050716e-11	2.94220089020655e-10	16.20213181742
RP11-416I2.1	gene	lincRNA	RP11-416I2.1	ENSG00000260328.1	chr17	-1.01734144798675	2.96190851512989	-7.24091655841472	1.04093713080329e-11	2.98057797547811e-10	16.07535533596
KLK6	gene	protein_coding	KLK6	ENSG00000167755.14	chr19	1.32067071321999	6.96225003505107	7.14014879713985	1.86227393147247e-11	4.89828375705136e-10	15.5167836694839
ADGB	gene	protein_coding	ADGB	ENSG00000118492.16	chr6	1.0007128319885	1.43130914558844	7.09020773324371	2.48043291289773e-11	6.20873793938291e-10	15.380670351892
GJB1	gene	protein_coding	GJB1	ENSG00000169562.9	chrX	1.22159618740337	6.1981681635043	7.07292594462299	2.73837280882735e-11	6.72020295608624e-10	15.1220679159565
ADCY1	gene	protein_coding	ADCY1	ENSG00000164742.14	chr7	-1.07722181699563	5.09669061886075	-7.05839773441827	2.97554915244782e-11	7.23951108790554e-10	15.0557355922205
TMEM63A	gene	protein_coding	TMEM63A	ENSG00000196187.11	chr1	1.10939800874188	5.90559785562043	7.05413453107918	3.04891407300605e-11	7.39582047818916e-10	15.0105559395475
SLC45A3	gene	protein_coding	SLC45A3	ENSG00000158715.5	chr1	1.1423223419706	5.12135431925015	7.01665048567953	3.77572072935007e-11	8.845409269464e-10	14.8001569900036
IL5RA	gene	protein_coding	IL5RA	ENSG00000091181.19	chr3	1.01684429907753	1.51491441515096	6.96571002311571	5.04367103262928e-11	1.11152641507129e-09	14.6919100508631
RP5-827C21.6	gene	antisense	RP5-827C21.6	ENSG00000273367.1	chr1	-1.00034513115583	3.5771861594714	-6.98006648700425	4.64899949010442e-11	1.04057182699393e-09	14.6190188357641
RP11-167N4.2	gene	antisense	RP11-167N4.2	ENSG00000255847.5	chr11	1.00173805865679	1.57140038334799	6.94939326354713	5.53243559006962e-11	1.20721217853268e-09	14.6020225392613
PZP	gene	protein_coding	PZP	ENSG00000126838.9	chr12	1.00600261680356	1.81206727072097	6.88404456438628	8.00320033175119e-11	1.66187129892206e-09	14.2374873458007
RP6-91H8.5	gene	lincRNA	RP6-91H8.5	ENSG00000269945.1	chr14	-1.0682099083053	1.90700093999427	-6.87304727936233	8.51458853719561e-11	1.75114065181715e-09	14.1210505804858
CLDN11	gene	protein_coding	CLDN11	ENSG00000013297.10	chr3	1.18646373552954	6.99991452804965	6.8315877664281	1.07486990715265e-10	2.12960788607688e-09	13.8078120468441
RP11-703I16.3	gene	processed_pseudogene	RP11-703I16.3	ENSG00000266995.1	chr18	-1.05683609144557	1.74796932461496	-6.79269499494954	1.3364883001255e-10	2.55033414447479e-09	13.7370929732306
FA2H	gene	protein_coding	FA2H	ENSG00000103089.8	chr16	1.08593308531078	6.76871451973847	6.81772704139542	1.16173882638625e-10	2.26664840785706e-09	13.7216297222829
ALDH1A2	gene	protein_coding	ALDH1A2	ENSG00000128918.14	chr15	-1.20464547082468	2.28633758759494	-6.7993066471678	1.28796398522956e-10	2.4810897672712e-09	13.6615700311227
MAG	gene	protein_coding	MAG	ENSG00000105695.14	chr19	1.19743760715125	8.7714778465926	6.7742515534324	1.48156822308567e-10	2.77922551022932e-09	13.5545341914742
CARNS1	gene	protein_coding	CARNS1	ENSG00000172508.10	chr11	1.23921070941112	8.04214605976953	6.77616600483135	1.46581490354084e-10	2.7581807117671e-09	13.537130013818
CYR61	gene	protein_coding	CYR61	ENSG00000142871.16	chr1	1.36646851074759	5.96502358981933	6.77896788966663	1.44305616639609e-10	2.72378250802303e-09	13.4948592716234
CPNE9	gene	protein_coding	CPNE9	ENSG00000144550.12	chr3	-1.02023085974776	2.58893637193328	-6.73658506522044	1.82771482877928e-10	3.28907557575444e-09	13.366763827633
PDE1B	gene	protein_coding	PDE1B	ENSG00000123360.11	chr12	-1.05646859921424	5.10951522119331	-6.75085491361116	1.68809589215137e-10	3.07420457006308e-09	13.3522727302749
ENPP2	gene	protein_coding	ENPP2	ENSG00000136960.12	chr8	1.04614194325447	7.75902186466933	6.67540393702997	2.56680477948607e-10	4.38248142350149e-09	12.9877439499154
CDHR4	gene	protein_coding	CDHR4	ENSG00000187492.8	chr3	1.05012692954759	1.49755173697463	6.61467212974245	3.58934986638457e-10	5.75668307509141e-09	12.7985845568527
MOG	gene	protein_coding	MOG	ENSG00000204655.11	chr6	1.06977653605873	8.84087230615724	6.62676073319269	3.35808713838184e-10	5.44681733845535e-09	12.7608279282882
NPY1R	gene	protein_coding	NPY1R	ENSG00000164128.6	chr4	-1.07857255163407	3.52398127133457	-6.63463509717025	3.21539736460181e-10	5.2554559955996e-09	12.7138324942013
SLC5A11	gene	protein_coding	SLC5A11	ENSG00000158865.12	chr16	1.36583622184488	5.43162279414993	6.61679189196189	3.54769424826670e-10	5.70114934348274e-09	12.6145272457338
UNC13C	gene	protein_coding	UNC13C	ENSG00000137766.16	chr15	-1.1448974028474	3.49056651737352	-6.49769590886171	6.81211104553625e-10	9.79563719268389e-09	11.9847288581308
GPR37	gene	protein_coding	GPR37	ENSG00000170775.2	chr7	1.09557257511024	6.95629782158962	6.44658501218899	8.99361376451884e-10	1.23345334211242e-08	11.739518155536
UGT8	gene	protein_coding	UGT8	ENSG00000174607.10	chr4	1.07680154162263	6.80507578860102	6.44397902180096	9.1215910215851e-10	1.24889313199305e-08	11.7137257355462
TYMP	gene	protein_coding	TYMP	ENSG00000025708.13	chr22	1.32500983769842	4.85132067077617	6.39898700595279	1.16353037438022e-09	1.52950171120997e-08	11.4841937011121
PYDC1	gene	protein_coding	PYDC1	ENSG00000169900.7	chr16	-1.09405097482487	2.57907769434322	-6.32057740300536	1.77387232266695e-09	2.18523106888541e-08	11.2040942373302
TMEM155	gene	protein_coding	TMEM155	ENSG00000164112.12	chr4	-1.47414679915852	3.43845479337828	-6.31777597493748	1.80069546722749e-09	2.21267276351741e-08	11.0430628768569
TRIM54	gene	protein_coding	TRIM54	ENSG00000138100.13	chr2	-1.0133542492556	2.74158712637046	-6.15317789708442	4.31781961052268e-09	4.59748582599636e-08	10.2402456775353
C10orf105	gene	protein_coding	C10orf105	ENSG00000214688.5	chr10	1.21981333168845	4.33324858800758	6.12235403414301	5.07807555067870e-09	5.28215383274958e-08	10.1197870868342
CTD-2023N9.3	gene	lincRNA	CTD-2023N9.3	ENSG00000249436.1	chr5	-1.26001269810285	1.9780610299305	-6.08830827177528	6.07068975124827e-09	6.1260838510108e-08	10.038894734459
LINC01007	gene	lincRNA	LINC01007	ENSG00000233123.1	chr7	-1.07158476101171	1.3697453670152	-6.08262382834554	6.25399890378649e-09	6.26429779041273e-08	10.0198830196126
DGCR10	gene	sense_intronic	DGCR10	ENSG00000273164.1	chr22	-1.10918989583788	3.60335366402034	-6.02469723213301	8.46018947164552e-09	8.12298381393589e-08	9.5669851795015
FAM163B	gene	protein_coding	FAM163B	ENSG00000196990.8	chr9	-1.32719358675239	4.49049537386056	-5.97713082206729	1.0827720936373e-08	1.00319288035779e-07	9.31627281615055
CERCAM	gene	protein_coding	CERCAM	ENSG00000167123.18	chr9	1.02860885803406	8.97428652741221	5.94453851568147	1.28129053398431e-08	1.15930824439711e-07	9.22695373641701
TNNT2	gene	protein_coding	TNNT2	ENSG00000118194.18	chr1	-1.75094925128877	3.25549844271644	-5.95480735368606	1.21517909289455e-08	1.10690031187287e-07	9.2065239312137
CALB1	gene	protein_coding	CALB1	ENSG00000104327.7	chr8	-1.45117041110439	3.93245509931189	-5.82886206636836	2.31767840530222e-08	1.87152723534693e-07	8.57909485984424
GABRD	gene	protein_coding	GABRD	ENSG00000187730.8	chr1	-1.24896146139972	5.15826654008054	-5.79299008341227	2.7810609761897e-08	2.17566603056898e-07	8.41943475589656
CHRNA1	gene	protein_coding	CHRNA1	ENSG00000138435.15	chr2	-1.11596469022168	2.32395018367868	-5.79352411899422	2.77353982425045e-08	2.17117837593351e-07	8.41798051221847
TESPA1	gene	protein_coding	TESPA1	ENSG00000135426.15	chr12	-1.43186385707767	1.87638305374126	-5.74581204606066	3.53045936276488e-08	2.66096890632186e-07	8.3098674374048
RP11-1E11.1	gene	processed_pseudogene	RP11-1E11.1	ENSG00000204429.4	chr9	-1.23949497238836	1.67527059014248	-5.67523933709188	5.03265619685579e-08	3.59496550996774e-07	7.93846277559035
STAC2	gene	protein_coding	STAC2	ENSG00000141750.6	chr17	-1.20563939812739	5.01337880858815	-5.61491989397779	6.79826249631128e-08	4.6085741581291e-07	7.51257063501436
CTSLP8	gene	unprocessed_pseudogene	CTSLP8	ENSG00000234575.1	chr9	-1.04818385470763	1.34920739943969	-5.48839871476625	1.26855776391857e-07	7.84744734201341e-07	7.06116196912344
DLGAP1-AS4	gene	antisense	DLGAP1-AS4	ENSG00000263878.1	chr18	-1.0306205051015	2.20286176840467	-5.46764377342899	1.40396411580405e-07	8.51194790369113e-07	7.00707876327025
LINC01711	gene	lincRNA	LINC01711	ENSG00000268941.2	chr20	-1.29173900303186	2.02986117423197	-5.38384492430974	2.10884455992717e-07	1.20413490126796e-06	6.56544351905142
TMEM88B	gene	protein_coding	TMEM88B	ENSG00000205116.3	chr1	1.04627246071582	6.03699984244487	5.36009067734701	2.36479260815683e-07	1.32968347946512e-06	6.29880362986121
SNCB	gene	protein_coding	SNCB	ENSG00000074317.10	chr5	-1.08119854253357	8.86675344365559	-5.2584939091342	3.84475827049418e-07	2.01688160243906e-06	6.00321321136936
PDYN	gene	protein_coding	PDYN	ENSG00000101327.8	chr20	-1.5560941458227	3.97685000111996	-5.15780263162455	6.18467037548671e-07	3.04600528121614e-06	5.41907246845185
C1QL3	gene	protein_coding	C1QL3	ENSG00000165985.9	chr10	-1.0173187886493	3.17011429643114	-5.12996587546928	7.0453432435954e-07	3.41937365084133e-06	5.27023754903415
C1QTNF9B	gene	protein_coding	C1QTNF9B	ENSG00000205863.10	chr13	-1.24449127805627	2.82965813167325	-5.08871345937223	8.53820361145689e-07	4.03779509725294e-06	5.09096306150623
PTER	gene	protein_coding	PTER	ENSG00000165983.14	chr10	-1.20714895665755	5.50625066945271	-4.9203702563497	1.84951420033549e-06	7.89866254066395e-06	4.36424910742761
KCNJ4	gene	protein_coding	KCNJ4	ENSG00000168135.4	chr22	-1.01174675175512	5.93485437884568	-4.69692803432958	5.0140167142739e-06	1.88811370775861e-05	3.4394150509637
PCDH20	gene	protein_coding	PCDH20	ENSG00000280165.1	chr13	-1.0488053420256	4.10716267797867	-4.69591635371019	5.03632808365067e-06	1.89504890620509e-05	3.36835201385493
RP11-13P5.2	gene	antisense	RP11-13P5.2	ENSG00000233682.3	chr6	1.42924771721326	3.32501462541845	4.62739188812576	6.79237588531864e-06	2.47060106577669e-05	3.1954423199195
SLC47A1	gene	protein_coding	SLC47A1	ENSG00000142494.13	chr17	-1.13564649763059	3.89982753733013	-4.63562693061053	6.55364286870198e-06	2.39091514463217e-05	3.11498855283003
CLPS	gene	protein_coding	CLPS	ENSG00000137392.9	chr6	-1.12151536857945	2.12884011388254	-4.47582600546166	1.30143945509753e-05	4.38924618000041e-05	2.68978574186873
SYT13	gene	protein_coding	SYT13	ENSG00000019505.7	chr11	-1.1404898570116	5.01423834353909	-4.51791759657936	1.08813896363238e-05	3.75736885966164e-05	2.66899479618725
ANKRD20A19P	gene	transcribed_unprocessed_pseudogene	ANKRD20A19P	ENSG00000196593.9	chr13	-1.25916688396513	3.01113133441428	-4.49983912673451	1.17527314240969e-05	4.01888904495118e-05	2.56922726087042
XXyac-YM21GA2.7	gene	antisense	XXyac-YM21GA2.7	ENSG00000214888.2	chr9	-1.14162222313799	1.91721595934785	-4.48930828408165	1.22908285350279e-05	4.17472927903434e-05	2.55224976398696
GRP	gene	protein_coding	GRP	ENSG00000134443.9	chr18	-1.07837718377395	3.92990653490474	-4.44370960754871	1.49067274335073e-05	4.94587042761807e-05	2.33381054359686
P2RX2	gene	protein_coding	P2RX2	ENSG00000187848.12	chr12	-1.21894673246058	3.77836822931471	-4.35894538364403	2.12565305656801e-05	6.78079701931293e-05	1.99172498499917
CP	gene	protein_coding	CP	ENSG00000047457.13	chr3	1.02553248595712	4.12194269011258	4.27478313154545	3.00844087908913e-05	9.24183921568668e-05	1.79288940519809
S100A8	gene	protein_coding	S100A8	ENSG00000143546.9	chr1	-1.1198253707812	4.58934278297594	-4.21687237313523	3.80954786721836e-05	0.000114159748256464	1.4428328986137
SERPINA3	gene	protein_coding	SERPINA3	ENSG00000196136.17	chr14	1.25725352929204	5.42685916171306	3.92219866303281	0.000121999555548249	0.000321831203132267	0.350363134753429
REG1A	gene	protein_coding	REG1A	ENSG00000115386.5	chr2	-1.05172201393905	2.10731075908265	-3.58333279159259	0.000429800966792771	0.000993639065190813	-0.550248086286842
NPTX1	gene	protein_coding	NPTX1	ENSG00000171246.5	chr17	-1.19379021194124	5.93424311951639	-3.53046085658914	0.00051904795783736	0.00117692794167595	-0.92086283155617
MTCO3P12	gene	unprocessed_pseudogene	MTCO3P12	ENSG00000198744.5	chr1	-1.03346622384067	7.60607724371928	-3.40278659701234	0.00081141169662966	0.00176359179730209	-1.35621900817567
PRSS1	gene	protein_coding	PRSS1	ENSG00000204983.13	chr7	-1.07138258200221	2.28577555004328	-2.97001661946918	0.00335700285668276	0.00634967577572041	-2.43507141985659
PRSS2	gene	protein_coding	PRSS2	ENSG00000275896.5	chr7	-1.08370418580329	2.44464611672546	-2.8823601160106	0.00439578393340116	0.00810960138759859	-2.6806288571105
