type	gene_type	gene_name	gene_id	seqnames	logFC	AveExpr	t	P.Value	adj.P.Val	B
CCDC85A	gene	protein_coding	CCDC85A	ENSG00000055813.5	chr2	-1.4309821195101	4.44721994938841	-4.51268115584316	3.86344738765163e-05	0.00385022117136958	2.08857507042203
MYO1D	gene	protein_coding	MYO1D	ENSG00000176658.16	chr17	1.19062673837728	4.32889109249404	4.50587795669384	3.95258382384879e-05	0.00388653175639247	2.06820865679736
RP3-412A9.12	gene	processed_pseudogene	RP3-412A9.12	ENSG00000235573.2	chr22	-1.38063579794045	1.05781531191168	-4.50888590270604	3.91292821241586e-05	0.00388204590903536	2.0478180639002
SMIM6	gene	protein_coding	SMIM6	ENSG00000259120.2	chr17	1.09769132400971	3.17915246573268	4.49549586045958	4.09249702606607e-05	0.00393662626976894	2.0468278216643
LAMB1	gene	protein_coding	LAMB1	ENSG00000091136.13	chr7	-1.35733774620562	3.76236082494676	-4.49738737572781	4.06665077047392e-05	0.00393662626976894	2.03588431519866
RP11-499A10.3	gene	lincRNA	RP11-499A10.3	ENSG00000275286.1	chr12	-1.36317158187387	3.00921596753841	-4.48550074065131	4.23176040542727e-05	0.00399172224055919	2.01997731765355
ZDHHC19	gene	protein_coding	ZDHHC19	ENSG00000163958.13	chr3	-1.34709100106388	2.10525847093522	-4.4824342512601	4.27540651112857e-05	0.00399172224055919	2.01694669510906
ITGA2	gene	protein_coding	ITGA2	ENSG00000164171.10	chr5	1.04115928112967	3.27087588553545	4.48236496040068	4.27639780716323e-05	0.00399172224055919	2.00644547875487
S1PR5	gene	protein_coding	S1PR5	ENSG00000180739.13	chr19	1.50126333068211	5.70839682181358	4.48141364749352	4.29003029527563e-05	0.00399172224055919	1.99841113405175
COL9A2	gene	protein_coding	COL9A2	ENSG00000049089.13	chr1	1.11126477994032	7.19708954346799	4.4722225058094	4.42394593467337e-05	0.00399172224055919	1.98198074844036
LDB3	gene	protein_coding	LDB3	ENSG00000122367.19	chr10	1.27511968285032	4.66914904797651	4.47913427416105	4.32286703569612e-05	0.00399172224055919	1.98170286061279
RP11-478C6.6	gene	processed_pseudogene	RP11-478C6.6	ENSG00000251188.1	chr4	-1.21900096771886	3.17025933165216	-4.4676409056276	4.49221611687662e-05	0.0040074915068459	1.97541092643413
DCLK3	gene	protein_coding	DCLK3	ENSG00000163673.7	chr3	-1.09115887310396	1.50570933535078	-4.4661328856199	4.51491123948369e-05	0.00401156209888904	1.9716508861142
SH2D5	gene	protein_coding	SH2D5	ENSG00000189410.11	chr1	-1.38093038408506	4.36931825219183	-4.47429278366387	4.39343015511733e-05	0.00399172224055919	1.96301452407639
TMEM125	gene	protein_coding	TMEM125	ENSG00000179178.10	chr1	1.68380649678636	5.57531624620686	4.46280923209861	4.56532691525752e-05	0.00404013170692629	1.94944599847241
CMTM5	gene	protein_coding	CMTM5	ENSG00000166091.19	chr14	1.36497345290617	6.95727573002589	4.45665818873103	4.66008433533678e-05	0.00404295353329632	1.93849802618983
FAM153C	gene	protein_coding	FAM153C	ENSG00000204677.10	chr5	-1.67075708464044	3.2498435872586	-4.45895296933085	4.62451059810029e-05	0.00404295353329632	1.91927108236043
HOXD1	gene	protein_coding	HOXD1	ENSG00000128645.14	chr2	1.18767259954524	2.1659586287158	4.4515038392748	4.74096378016666e-05	0.00404440718923853	1.91909329748717
DGCR9	gene	lincRNA	DGCR9	ENSG00000273032.1	chr22	-1.43620157487889	4.05780280478091	-4.45355505516363	4.70861431265529e-05	0.00404295353329632	1.89973745018232
C4orf50	gene	protein_coding	C4orf50	ENSG00000181215.14	chr4	-1.01004890579163	3.00406877609926	-4.44349115127137	4.86942250733139e-05	0.00410375394920427	1.89173010127056
LINC00622	gene	sense_overlapping	LINC00622	ENSG00000260941.1	chr1	-1.05231472273973	2.464721927511	-4.43500705380845	5.00914085688308e-05	0.00412157577192087	1.87588452525756
GPRIN1	gene	protein_coding	GPRIN1	ENSG00000169258.6	chr5	-1.56433243471653	4.93241478267508	-4.44027913289096	4.92186565453931e-05	0.00412157577192087	1.87181648119551
CTD-2228A4.1	gene	lincRNA	CTD-2228A4.1	ENSG00000271892.1	chr5	-1.53804788852601	3.74333914331878	-4.43881003213444	4.94603522001895e-05	0.00412157577192087	1.85354943160048
RP1-283K11.2	gene	antisense	RP1-283K11.2	ENSG00000234567.1	chr6	-1.28624228852626	1.15731210909874	-4.43441904370756	5.01896801608239e-05	0.00412157577192087	1.85342832846444
PLEKHG5	gene	protein_coding	PLEKHG5	ENSG00000171680.21	chr1	-1.21977429162682	5.42568887619312	-4.43479025813309	5.01276188241842e-05	0.00412157577192087	1.85099180618067
PDE8A	gene	protein_coding	PDE8A	ENSG00000073417.14	chr15	1.08309133969468	6.18346420552737	4.43313167975996	5.04054890028879e-05	0.00412157577192087	1.84485069059338
RP11-416I2.1	gene	lincRNA	RP11-416I2.1	ENSG00000260328.1	chr17	-1.33473685456814	2.89319630959514	-4.41891567670507	5.28496327604463e-05	0.00428294972597844	1.79907860983185
SLCO1A2	gene	protein_coding	SLCO1A2	ENSG00000084453.16	chr12	1.40516307952528	6.8534188939304	4.41334292820042	5.38389694473723e-05	0.00432251672379273	1.79834189673989
FOLH1	gene	protein_coding	FOLH1	ENSG00000086205.16	chr11	1.6283023755277	5.71289598434639	4.40946229536926	5.45385487054905e-05	0.00434032680417364	1.78010169439825
CECR6	gene	protein_coding	CECR6	ENSG00000183307.3	chr22	-1.00623912532415	3.72251536249114	-4.41243521646886	5.40018183146666e-05	0.00432251672379273	1.77317817526052
NTF3	gene	protein_coding	NTF3	ENSG00000185652.11	chr12	-1.03385439954291	1.53838548829714	-4.40431616382959	5.54799534776005e-05	0.00437499350086046	1.7710932866426
RP3-512B11.3	gene	antisense	RP3-512B11.3	ENSG00000261189.1	chr6	-1.19804626980159	1.59693839645344	-4.39448750542531	5.73221904743468e-05	0.00445637801833871	1.75223131347426
NCS1	gene	protein_coding	NCS1	ENSG00000107130.9	chr9	-1.2867272041454	9.66045633229616	-4.3917045463139	5.78545617419476e-05	0.00445984085010052	1.74563922939201
LINC00158	gene	lincRNA	LINC00158	ENSG00000185433.8	chr21	-1.09348514424162	1.67516294850116	-4.39404360391706	5.74067860796661e-05	0.00445637801833871	1.74426490227927
FAM153A	gene	protein_coding	FAM153A	ENSG00000170074.19	chr5	-1.46707942208917	2.78553372209699	-4.38569677892472	5.90203171739185e-05	0.00449207876830794	1.70462669985312
ZNF536	gene	protein_coding	ZNF536	ENSG00000198597.8	chr19	1.02553412522632	4.31317219585114	4.38543772041705	5.90710969192199e-05	0.00449207876830794	1.69242603904748
TRIM59	gene	protein_coding	TRIM59	ENSG00000213186.7	chr3	1.16728592487609	3.46808250232283	4.3800345047945	6.01399772648525e-05	0.00452563556805305	1.68353130384836
ALDH1A2	gene	protein_coding	ALDH1A2	ENSG00000128918.14	chr15	-1.67657535864956	2.35136923475349	-4.37569211393567	6.10126455464726e-05	0.00456028300699378	1.66808662375789
CALB1	gene	protein_coding	CALB1	ENSG00000104327.7	chr8	-2.33942430929022	3.9696690053629	-4.36545109650957	6.31198963396305e-05	0.00467045012246817	1.64580586450485
ERC2	gene	protein_coding	ERC2	ENSG00000187672.12	chr3	-1.29379723884628	3.58499371286699	-4.3664941325553	6.29020721004843e-05	0.0046699511515138	1.6308277844559
KHDC3L	gene	protein_coding	KHDC3L	ENSG00000203908.3	chr6	-1.07548065512021	1.76549512987949	-4.35174542082161	6.6051341874851e-05	0.00482283791300067	1.60967867202905
NTM-AS1	gene	lincRNA	NTM-AS1	ENSG00000224795.1	chr11	1.16114120658803	5.05376065313364	4.3585727728484	6.45748616352127e-05	0.00476218079605815	1.60868233231691
FOLR1	gene	protein_coding	FOLR1	ENSG00000110195.12	chr11	2.00343001602161	2.9715269100339	4.34569640124228	6.73869421924746e-05	0.00489663388224598	1.60772758022309
SLC27A6	gene	protein_coding	SLC27A6	ENSG00000113396.12	chr5	1.40208154040174	2.39800049206107	4.34180729497058	6.82594985515142e-05	0.00490315956478474	1.58867848083878
CACNA1I	gene	protein_coding	CACNA1I	ENSG00000100346.17	chr22	-1.47486084870143	3.97336391129699	-4.35239110359453	6.59103103400258e-05	0.00482283791300067	1.58694220791095
CTA-268H5.14	gene	lincRNA	CTA-268H5.14	ENSG00000273287.2	chr22	-1.22258467961631	2.91845748100504	-4.34237974812589	6.81303761530141e-05	0.00490315956478474	1.58076826808313
ERMN	gene	protein_coding	ERMN	ENSG00000136541.14	chr2	1.61866426453212	8.7935026489991	4.32977764081317	7.10287023495115e-05	0.00499489096023452	1.56093667683528
CTD-2049O4.1	gene	antisense	CTD-2049O4.1	ENSG00000261329.5	chr16	1.18607557787786	3.65320258853916	4.33724356580211	6.92974527279384e-05	0.00492970046351417	1.56078094146331
C1QTNF9B	gene	protein_coding	C1QTNF9B	ENSG00000205863.10	chr13	-2.51154955844607	2.84899849618485	-4.34042368145395	6.85725712348329e-05	0.00490970733333153	1.55527545139861
ARHGEF37	gene	protein_coding	ARHGEF37	ENSG00000183111.11	chr5	1.07305879774884	5.92310168037959	4.33254970665551	7.03810357373154e-05	0.00499073729055246	1.5379986662467
CTNNA3	gene	protein_coding	CTNNA3	ENSG00000183230.16	chr10	1.41374210582619	4.38288632086794	4.32940198484087	7.11169161306217e-05	0.00499489096023452	1.52534638571958
KCNJ6	gene	protein_coding	KCNJ6	ENSG00000157542.9	chr21	-1.28207072183755	3.49037019045024	-4.32952930500177	7.10870061032447e-05	0.00499489096023452	1.51775177483102
RP11-1101H11.1	gene	antisense	RP11-1101H11.1	ENSG00000249849.1	chr5	-1.20037228291783	1.52969793589999	-4.3185139783775	7.37205725205698e-05	0.00511283368791563	1.5127243439483
RP11-408E5.5	gene	lincRNA	RP11-408E5.5	ENSG00000232243.1	chr13	-1.17231334120739	1.13203451101975	-4.32510396760243	7.21338267188456e-05	0.00505028095673336	1.50498849597899
HPN-AS1	gene	antisense	HPN-AS1	ENSG00000227392.1	chr19	1.27019291942365	3.72186410152154	4.31985401654468	7.33951879375486e-05	0.00510627401864882	1.49744315622441
FGFR2	gene	protein_coding	FGFR2	ENSG00000066468.22	chr10	1.05963413434751	6.25072088409077	4.31341479723163	7.49716322858687e-05	0.00514453091448529	1.4868824313379
CCDC78	gene	protein_coding	CCDC78	ENSG00000162004.16	chr16	1.62147403219052	4.28330906259514	4.30142689700052	7.79947721434685e-05	0.0052523795166262	1.44002152240456
NINJ2	gene	protein_coding	NINJ2	ENSG00000171840.11	chr12	1.41768545594823	4.99357371565013	4.30099175351686	7.8106710403635e-05	0.0052523795166262	1.43892604720904
PLXNA4	gene	protein_coding	PLXNA4	ENSG00000221866.9	chr7	-1.58283647047172	3.68230545402892	-4.29698379426672	7.91451157849621e-05	0.00529004997470242	1.42001518812645
MOBP	gene	protein_coding	MOBP	ENSG00000168314.17	chr3	1.62050446104491	9.30094462819355	4.27416155019455	8.53190852427383e-05	0.00550605855630747	1.3950249553048
TMCC3	gene	protein_coding	TMCC3	ENSG00000057704.12	chr12	1.00071589507951	4.95146292908103	4.28658491769423	8.19023657147436e-05	0.00539288077105056	1.38830917964555
RBP7	gene	protein_coding	RBP7	ENSG00000162444.11	chr1	1.33761171958348	5.12073922510933	4.28119367751178	8.33684122279613e-05	0.00545693121932371	1.37189226655874
RP11-62J1.4	gene	lincRNA	RP11-62J1.4	ENSG00000272915.1	chr7	-1.02971294349866	1.92687975237913	-4.26354032408482	8.83497915155104e-05	0.00550605855630747	1.35548089523164
AC007566.10	gene	antisense	AC007566.10	ENSG00000244055.1	chr7	1.0258597342894	3.84633249713488	4.26880380596032	8.68350249866835e-05	0.00550605855630747	1.34295311203961
PDE1C	gene	protein_coding	PDE1C	ENSG00000154678.16	chr7	1.19198035148541	4.58061308262603	4.27106144271814	8.61930734930468e-05	0.00550605855630747	1.34174069123523
DYSF	gene	protein_coding	DYSF	ENSG00000135636.13	chr2	1.34653311715426	4.69029180512161	4.27118358429922	8.61584748927644e-05	0.00550605855630747	1.34140049538397
SLC1A6	gene	protein_coding	SLC1A6	ENSG00000105143.12	chr19	-1.0717498179947	3.5465224705076	-4.26999863304397	8.64947027135935e-05	0.00550605855630747	1.3359088955995
CDR2L	gene	protein_coding	CDR2L	ENSG00000109089.7	chr17	1.11059925060913	5.60030082593727	4.26123739974828	8.90205989767373e-05	0.00551678356235668	1.32132013661042
IQSEC2	gene	protein_coding	IQSEC2	ENSG00000124313.13	chrX	-1.05718547665442	4.99705369543982	-4.2652760737092	8.78474453537817e-05	0.00550605855630747	1.31952884353472
CHRD	gene	protein_coding	CHRD	ENSG00000090539.15	chr3	-1.15748629556572	5.24568504640151	-4.25128978678376	9.19755389560297e-05	0.00558760016875335	1.28916300002154
RIN1	gene	protein_coding	RIN1	ENSG00000174791.10	chr11	-1.44769261785339	5.3005887900942	-4.24902808930845	9.26605667258679e-05	0.00558760016875335	1.28654246328388
KIF13B	gene	protein_coding	KIF13B	ENSG00000197892.12	chr8	1.04148921404986	5.31514729877127	4.2404633145807	9.52999305333395e-05	0.0056677840406441	1.25373533672589
GRM2	gene	protein_coding	GRM2	ENSG00000164082.14	chr3	-1.94709484279252	3.20654367275874	-4.23739518845993	9.6263085421623e-05	0.00570971716318495	1.24917873781591
COL4A5	gene	protein_coding	COL4A5	ENSG00000188153.12	chrX	1.45661035554225	5.44230580630848	4.23282688487668	9.77147361228e-05	0.00574957665420433	1.23971093342177
DNAJC5G	gene	protein_coding	DNAJC5G	ENSG00000163793.12	chr2	-1.16698289783677	1.51056399288867	-4.2216523239473	0.000101355884874104	0.00581266875020085	1.23665979036709
DAPK1	gene	protein_coding	DAPK1	ENSG00000196730.12	chr9	-1.12210792415571	4.58025574638136	-4.23307574637578	9.7635111385187e-05	0.00574957665420433	1.22456195911776
CHRNA1	gene	protein_coding	CHRNA1	ENSG00000138435.15	chr2	-1.66388845446547	2.35629191645327	-4.22851100399507	9.91057090688913e-05	0.00580056800910093	1.22000381796814
TDO2	gene	protein_coding	TDO2	ENSG00000151790.8	chr4	-1.02410696901386	1.61414916175126	-4.2163051881597	0.000103144523287917	0.00581266875020085	1.21129872506171
ENPP6	gene	protein_coding	ENPP6	ENSG00000164303.10	chr4	1.3778337503486	3.73247274525812	4.22062936019933	0.00010169572240784	0.00581266875020085	1.19826581459485
ANO3	gene	protein_coding	ANO3	ENSG00000134343.12	chr11	-1.11588850886097	3.38545817347786	-4.21541868351607	0.000103444011569706	0.00581266875020085	1.17679933621951
LMO7	gene	protein_coding	LMO7	ENSG00000136153.19	chr13	-1.00801179506658	3.60841675366742	-4.21377613404675	0.000104001149470107	0.00581266875020085	1.16668862068359
SOX2-OT	gene	sense_overlapping	SOX2-OT	ENSG00000242808.7	chr3	1.23566431113643	6.58516441082363	4.20223500901065	0.000107998831355783	0.00596236160480711	1.15818352151106
PTER	gene	protein_coding	PTER	ENSG00000165983.14	chr10	-2.31073489865241	5.44413060665706	-4.19906571217301	0.000109122502376082	0.00599063583763878	1.15376830015035
NEUROD1	gene	protein_coding	NEUROD1	ENSG00000162992.3	chr2	-1.17463413557514	3.66660184123696	-4.20749558788082	0.000106158464490283	0.0059011303225704	1.14469015293189
MAN2A1	gene	protein_coding	MAN2A1	ENSG00000112893.9	chr5	1.08543654407179	3.69583132035543	4.20203764312698	0.000108068477830756	0.00596236160480711	1.13724040298475
PTPRD	gene	protein_coding	PTPRD	ENSG00000153707.16	chr9	1.02126257903853	5.61031619928486	4.19453622193338	0.000110748162392685	0.00606483253657366	1.11530579751969
RP11-173E2.2	gene	lincRNA	RP11-173E2.2	ENSG00000250977.1	chr4	-1.05994628207429	1.10738586258157	-4.17254576595917	0.0001189808638236	0.00628241678098646	1.09058316395746
TRIM17	gene	protein_coding	TRIM17	ENSG00000162931.11	chr1	-1.16132961841756	3.63034175537621	-4.18445489142156	0.000114451290542278	0.00616087676875268	1.07569327342292
CNTNAP4	gene	protein_coding	CNTNAP4	ENSG00000152910.18	chr16	1.42597634601526	6.1438462799003	4.17123860943598	0.000119488506538848	0.00628399312584879	1.06480130188427
VAX2	gene	protein_coding	VAX2	ENSG00000116035.2	chr2	-1.05700916183172	2.91135654436788	-4.16289031649023	0.000122780564710054	0.006378792870447	1.0490982969891
SNX18P3	gene	transcribed_unprocessed_pseudogene	SNX18P3	ENSG00000225345.3	chr9	1.046313641055	2.10227798386758	4.15624990946478	0.000125461836064171	0.00646812553140589	1.04831395674389
TRANK1	gene	protein_coding	TRANK1	ENSG00000168016.13	chr3	-1.07842159963246	3.6108162688831	-4.17377347090556	0.000118505983684578	0.00628108933189022	1.04439256620414
SLC5A11	gene	protein_coding	SLC5A11	ENSG00000158865.12	chr16	2.06467312542751	5.20546070283704	4.16711051344586	0.000121105522086324	0.00633528300707244	1.04290304747022
PPFIA4	gene	protein_coding	PPFIA4	ENSG00000143847.15	chr1	-1.15903707796427	5.41008267803539	-4.17100670358191	0.000119578788012219	0.00628399312584879	1.04281334004978
PPP1R14A	gene	protein_coding	PPP1R14A	ENSG00000167641.10	chr19	1.5447103466736	7.89653344881468	4.14577469337249	0.000129807427786114	0.00663247005159348	1.0084729841178
LLNLR-307A6.1	gene	antisense	LLNLR-307A6.1	ENSG00000280486.1	chr19	1.15723939312287	3.37593646286327	4.15563278795199	0.00012571388440176	0.00646812553140589	1.0053198077684
CDK18	gene	protein_coding	CDK18	ENSG00000117266.15	chr1	1.52074317433344	7.21299890985689	4.1306716901349	0.000136330843322717	0.00683941854347343	0.955881022008298
CARNS1	gene	protein_coding	CARNS1	ENSG00000172508.10	chr11	1.839475695035	7.80779744512465	4.11628699896106	0.000142838976700456	0.0070386784220108	0.925855075364058
KEL	gene	protein_coding	KEL	ENSG00000197993.7	chr7	1.00336930711699	2.92401675315442	4.0982922284268	0.000151405504706113	0.00723476325295473	0.876340436309174
CACNA1E	gene	protein_coding	CACNA1E	ENSG00000198216.10	chr1	-1.29541532224514	4.16451666840601	-4.11384882209046	0.000143971546825061	0.0070386784220108	0.862559560326877
GLDN	gene	protein_coding	GLDN	ENSG00000186417.13	chr15	1.19131670449588	5.11444749155839	4.10597978335412	0.00014768654178232	0.00711855566534217	0.856969200821895
RP11-192H23.8	gene	sense_intronic	RP11-192H23.8	ENSG00000264608.1	chr17	-1.18663967005841	4.47504926046722	-4.11115301160777	0.000145233927037522	0.00706188000390799	0.850350908690617
RASGRP1	gene	protein_coding	RASGRP1	ENSG00000172575.11	chr15	-1.21051420286699	3.44886839445331	-4.10739072590833	0.000147013663901949	0.00711713413603223	0.84551429022254
ANLN	gene	protein_coding	ANLN	ENSG00000011426.10	chr7	1.72783525700763	7.16535797320993	4.09067312859748	0.000155180832015674	0.00732030005866689	0.844278905397493
SLC6A9	gene	protein_coding	SLC6A9	ENSG00000196517.11	chr1	1.29923161830482	4.92682088777209	4.09537708942263	0.000152839346822394	0.00728753816616089	0.823776200561987
COL6A3	gene	protein_coding	COL6A3	ENSG00000163359.15	chr2	-1.51004258046101	1.98704341972517	-4.07293112358506	0.00016432904531508	0.00760636175010773	0.799164288930895
KIAA1211L	gene	protein_coding	KIAA1211L	ENSG00000196872.11	chr2	-1.46755815267536	5.30212237544613	-4.0872028020655	0.000156930496119089	0.00735917599294197	0.794133255031293
WIPF1	gene	protein_coding	WIPF1	ENSG00000115935.17	chr2	1.07779263604137	4.95402348819504	4.09115934759809	0.000154937205678978	0.00732030005866689	0.794116217152772
CERCAM	gene	protein_coding	CERCAM	ENSG00000167123.18	chr9	1.70976929032119	8.62741389695203	4.07097207922912	0.000165370638302378	0.00760636175010773	0.792664873963426
RP11-307O13.1	gene	lincRNA	RP11-307O13.1	ENSG00000261728.1	chr13	-1.0378718889696	1.65488965257799	-4.06774729323853	0.000167099148178146	0.00765404048507932	0.790734152285502
RP6-91H8.1	gene	lincRNA	RP6-91H8.1	ENSG00000258517.1	chr14	-1.05192280677588	1.17844719318063	-4.06077317388094	0.000170897377660735	0.00770047572986984	0.74742230277466
SEPT4	gene	protein_coding	SEPT4	ENSG00000108387.14	chr17	1.15848873426981	10.1041874823504	4.04749024715972	0.000178364056419828	0.0079080689062771	0.732667295638338
GJC2	gene	protein_coding	GJC2	ENSG00000198835.3	chr1	1.33476314115279	5.28985323704091	4.04886688919099	0.000177575774789794	0.00790480169305714	0.688965791389651
CAMK1D	gene	protein_coding	CAMK1D	ENSG00000183049.12	chr10	-1.36396198696518	5.64936518705623	-4.05017714198326	0.000176828641757894	0.00790301467840536	0.688149756484841
ICAM5	gene	protein_coding	ICAM5	ENSG00000105376.4	chr19	-1.87470722988387	6.11743303276884	-4.03997954472091	0.00018272479070487	0.00803698463132115	0.687216441964457
KCNIP2	gene	protein_coding	KCNIP2	ENSG00000120049.18	chr10	-1.70312647118651	7.07476561310188	-4.03595539902414	0.000185103496319001	0.00812545585825709	0.686318114175071
MOB3B	gene	protein_coding	MOB3B	ENSG00000120162.9	chr9	1.02951003547658	4.49808288106604	4.05273841505905	0.000175376930737462	0.00787026210068075	0.684750049180653
RP5-827C21.6	gene	antisense	RP5-827C21.6	ENSG00000273367.1	chr1	-1.51047396309179	3.46387087549878	-4.04956307399961	0.000177178416221707	0.00790301467840536	0.678936345762308
VSTM2L	gene	protein_coding	VSTM2L	ENSG00000132821.11	chr20	-1.51974604953621	7.46292259865977	-4.02611113575941	0.000191049536450827	0.00823723113570258	0.659804124084904
XXyac-YM21GA2.7	gene	antisense	XXyac-YM21GA2.7	ENSG00000214888.2	chr9	-2.73833107042639	2.22405015003939	-4.02558410859141	0.000191373024939031	0.00823723113570258	0.631437762018079
AC000403.4	gene	lincRNA	AC000403.4	ENSG00000278727.1	chr13	-1.0623577933016	2.20377143103141	-4.01405796672124	0.000198581747228783	0.00838250158702336	0.630490614413564
RP11-10A7.1	gene	processed_pseudogene	RP11-10A7.1	ENSG00000254890.1	chr11	-1.01425273513685	1.07752904070896	-4.01324718216096	0.000199098602428636	0.00838250158702336	0.625464529575982
RP5-912I13.1	gene	sense_overlapping	RP5-912I13.1	ENSG00000260426.1	chr7	1.85504653864284	3.02288339064755	4.02331545639233	0.000192771581355663	0.00826526834479202	0.619623747029268
TP53I11	gene	protein_coding	TP53I11	ENSG00000175274.18	chr11	-1.10826768654224	4.41406981313955	-4.03190212108993	0.000187529706271561	0.00819942138646644	0.619519418994392
RP11-395I6.3	gene	sense_overlapping	RP11-395I6.3	ENSG00000260296.1	chr4	-1.11832651700963	3.47319673211503	-4.0263352419467	0.000190912140792819	0.00823723113570258	0.609360552616023
NCDN	gene	protein_coding	NCDN	ENSG00000020129.15	chr1	-1.67653311843489	8.95254215452943	-3.99979710924591	0.00020786491933562	0.00854282130846376	0.597526112395372
MBP	gene	protein_coding	MBP	ENSG00000197971.14	chr18	1.4682179546725	12.1347562300503	3.98568429575218	0.000217464158641787	0.00873171877639002	0.556123081984636
AMOTL2	gene	protein_coding	AMOTL2	ENSG00000114019.14	chr3	1.04788755685995	5.53568815249338	4.00475850940809	0.000204588644173754	0.00849034635761569	0.554749354326099
EEF1DP4	gene	processed_pseudogene	EEF1DP4	ENSG00000213640.3	chr7	-1.15287887677483	3.12081519623446	-3.99098763697405	0.000213807712629389	0.00864768159819489	0.545246368900534
ERICH3	gene	protein_coding	ERICH3	ENSG00000178965.13	chr1	-1.20546432237777	3.83635858725985	-4.00614763368281	0.000203680317061092	0.00848629629879397	0.54037788759172
EVI2A	gene	protein_coding	EVI2A	ENSG00000126860.11	chr17	1.55365400979071	7.1546405854328	3.98215674801596	0.000219929662080554	0.00876706998895526	0.523067804434145
ANKRD33B	gene	protein_coding	ANKRD33B	ENSG00000164236.11	chr5	-1.05893755961892	4.02645311101448	-3.99619335958485	0.000210276416004049	0.00858051284640976	0.510522863247179
LINC01700	gene	lincRNA	LINC01700	ENSG00000232837.1	chr21	-1.06026730199245	1.97976349652103	-3.96702717244411	0.000230814030650102	0.00888300235264624	0.504431986346814
RP11-318C24.2	gene	lincRNA	RP11-318C24.2	ENSG00000227740.1	chr1	-1.07233601938194	2.65883681669873	-3.9712911834126	0.00022769487197453	0.00888300235264624	0.503875672080915
TMEM63A	gene	protein_coding	TMEM63A	ENSG00000196187.11	chr1	1.57088753729483	5.78890576253117	3.9752776665393	0.000224815596220596	0.00886598975184395	0.483851061712856
TMEM98	gene	protein_coding	TMEM98	ENSG00000006042.11	chr17	1.12841196485813	5.56948012331051	3.97910451723213	0.000222084737704856	0.00883705528234215	0.479278078607802
CD22	gene	protein_coding	CD22	ENSG00000012124.16	chr19	1.58355585299533	5.92421250723393	3.97655071952486	0.000223903556991258	0.00886033700883934	0.474301597327679
LL22NC03-2H8.5	gene	lincRNA	LL22NC03-2H8.5	ENSG00000274422.1	chr22	-1.03831719499309	3.12914563301643	-3.97146007064691	0.000227572171964137	0.00888300235264624	0.457296320413131
TYMSOS	gene	processed_transcript	TYMSOS	ENSG00000176912.3	chr18	1.18628706574657	4.53196397092433	3.96714167209895	0.000230729736355363	0.00888300235264624	0.428916830343943
MIPEP	gene	protein_coding	MIPEP	ENSG00000027001.9	chr13	-1.09269289689843	3.95194267396035	-3.9682031020479	0.000229949729553564	0.00888300235264624	0.42890823909337
KCNC3	gene	protein_coding	KCNC3	ENSG00000131398.13	chr19	-1.0756011580714	4.38609470997804	-3.96640901191931	0.000231269632757378	0.00888300235264624	0.425626110236982
GJB1	gene	protein_coding	GJB1	ENSG00000169562.9	chrX	1.75848596417149	6.07138316643965	3.94978913345105	0.000243849864981072	0.00911306488655616	0.418946796299544
DACH2	gene	protein_coding	DACH2	ENSG00000126733.20	chrX	-1.03162570402292	3.20547972513387	-3.95298660296546	0.000241379317954725	0.00908401430690092	0.410284678126671
JPH4	gene	protein_coding	JPH4	ENSG00000092051.16	chr14	-1.1878309414084	8.02425671631234	-3.93703035106565	0.000253953397406501	0.00933299827943758	0.394461026864762
NDE1	gene	protein_coding	NDE1	ENSG00000072864.14	chr16	1.05557396420324	4.2339819385331	3.95258850847174	0.000241685585660992	0.00908401430690092	0.388232392566215
LHPP	gene	protein_coding	LHPP	ENSG00000107902.13	chr10	1.03050159988802	7.37210490104412	3.93915773137646	0.00025224111860562	0.00928549502168175	0.383930031725724
PRIMA1	gene	protein_coding	PRIMA1	ENSG00000175785.12	chr14	1.26242186212381	4.48347079540101	3.94988421608249	0.000243776047661767	0.00911306488655616	0.382783905350379
RTP5	gene	protein_coding	RTP5	ENSG00000188011.5	chr2	-1.54509709006841	6.25979953705147	-3.92808229996164	0.000261279147270314	0.00949224356450747	0.360510267069168
LIPE	gene	protein_coding	LIPE	ENSG00000079435.9	chr19	1.31469802260518	4.97395102493443	3.94016799040057	0.000251431893745411	0.00928374268670355	0.359768038325598
CNKSR2	gene	protein_coding	CNKSR2	ENSG00000149970.14	chrX	-1.48077905413215	4.98911254334437	-3.9342666465587	0.000256194605262338	0.00936867677160986	0.345114758101512
RP11-149I23.3	gene	antisense	RP11-149I23.3	ENSG00000232110.7	chr10	1.04108840921288	2.7759714383915	3.91216639389096	0.000274816547490898	0.00972753897735692	0.333340373716453
KCNAB2	gene	protein_coding	KCNAB2	ENSG00000069424.14	chr1	-1.26947743666669	7.40123258695653	-3.91779108538947	0.00026995684764611	0.00966249318076563	0.331054522582032
COL9A3	gene	protein_coding	COL9A3	ENSG00000092758.15	chr20	1.15928610761246	6.76734469265705	3.92077295876995	0.000267414271774856	0.00960433985186186	0.324959797807082
PGBD5	gene	protein_coding	PGBD5	ENSG00000177614.10	chr1	-1.09620881689276	5.19396642095032	-3.92533408394052	0.000263569764301733	0.00952813311341754	0.320252087179868
AC015849.2	gene	antisense	AC015849.2	ENSG00000270240.2	chr17	-1.13612321512154	2.88433580798629	-3.92084813349981	0.000267350471612779	0.00960433985186186	0.31555139292152
