type	gene_type	gene_name	gene_id	seqnames	logFC	AveExpr	t	P.Value	adj.P.Val	B
RALGPS2	gene	protein_coding	RALGPS2	ENSG00000116191.17	chr1	-0.317292917733927	3.2006557366336	-3.91994224820887	0.000123065659743669	0.0011307354613155	0.770848470814215
GP1BA	gene	protein_coding	GP1BA	ENSG00000185245.7	chr17	-0.284997188665632	1.49005790223994	-3.87571985813344	0.000145742872109389	0.00127965502649637	0.769960467142071
SKIDA1	gene	protein_coding	SKIDA1	ENSG00000180592.16	chr10	-0.244808848305102	1.86048919544425	-3.87848691376865	0.000144214800831264	0.00126761058678636	0.769495093484267
AMPD3	gene	protein_coding	AMPD3	ENSG00000133805.15	chr11	0.405849931608782	4.28087025897813	3.92196074367201	0.000122115092750062	0.00112625481675853	0.76397588179776
PLEKHG5	gene	protein_coding	PLEKHG5	ENSG00000171680.21	chr1	-0.600625234863842	5.51830910709541	-3.92315638274877	0.000121555326489214	0.00112194275170052	0.76322393966081
XKR4	gene	protein_coding	XKR4	ENSG00000206579.8	chr8	-0.297658103753506	2.03808410873624	-3.88767175395597	0.000139250860984244	0.00123648665976155	0.763089981919265
CAMLG	gene	protein_coding	CAMLG	ENSG00000164615.4	chr5	-0.281234853038567	6.63814090493527	-3.91979021285741	0.00012313754149003	0.00113096881255282	0.762949248529453
PZP	gene	protein_coding	PZP	ENSG00000126838.9	chr12	0.633775980248686	1.81206727072097	3.87331709210286	0.00014708222097311	0.00128723396988337	0.762537670257497
TMEM231	gene	protein_coding	TMEM231	ENSG00000205084.10	chr16	0.394302667719177	4.3045329147164	3.92540516867422	0.000120509103424726	0.00111567217896635	0.762470364971636
VN1R87P	gene	unprocessed_pseudogene	VN1R87P	ENSG00000268789.1	chr19	-0.401528050507527	1.08725132509156	-3.86837145517654	0.000149875865503267	0.00130698200992634	0.758974672425688
PTK2B	gene	protein_coding	PTK2B	ENSG00000120899.17	chr8	-0.789129284711684	7.28923147379959	-3.90384461629503	0.000130902083471246	0.0011830786370191	0.757235499712082
NEURL4	gene	protein_coding	NEURL4	ENSG00000215041.9	chr17	-0.227329229502385	5.42347712076024	-3.92717281837245	0.000119692735735275	0.0011102265575445	0.757090872617005
THAP4	gene	protein_coding	THAP4	ENSG00000176946.11	chr2	-0.170844459236343	5.83780785851607	-3.92569869656097	0.000120373175769556	0.00111483797734043	0.756084357187353
HTATIP2	gene	protein_coding	HTATIP2	ENSG00000109854.13	chr11	0.31738046187832	5.07973964167215	3.92958200170595	0.000118588542149834	0.00110298329937973	0.753319519291606
FBXO7	gene	protein_coding	FBXO7	ENSG00000100225.17	chr22	0.260349828229494	7.17607248756051	3.91476632777054	0.000125535376959443	0.00114779245449953	0.752235122799866
CNNM1	gene	protein_coding	CNNM1	ENSG00000119946.10	chr10	-0.486389970737565	3.96967705634716	-3.92477965767198	0.000120799253398012	0.00111708317566463	0.746983321534591
CORO1A	gene	protein_coding	CORO1A	ENSG00000102879.15	chr16	-0.482828844433783	6.11993382250311	-3.91611114000453	0.000124889203839492	0.00114231365767475	0.74687415389439
PLA2G16	gene	protein_coding	PLA2G16	ENSG00000176485.11	chr11	0.424253401122185	8.05838528471317	3.90839299280121	0.000128641149806736	0.001166797971268	0.746597165412222
RNASE3	gene	protein_coding	RNASE3	ENSG00000169397.3	chr14	-0.540234164951894	1.51691495887202	-3.86356652644218	0.000152638189597797	0.0013225381598698	0.745597781716901
CTD-2196P11.2	gene	lincRNA	CTD-2196P11.2	ENSG00000251189.1	chr5	-0.378507127890808	1.18307690608797	-3.86455109377283	0.000152068262858517	0.00131930033563627	0.745534553034059
EIF3F	gene	protein_coding	EIF3F	ENSG00000175390.13	chr11	-0.170371365395321	5.66099441986721	-3.92580434157967	0.00012032428906237	0.00111480957840345	0.744862458799484
C16orf45	gene	protein_coding	C16orf45	ENSG00000166780.10	chr16	-0.49598654002612	7.60882760193083	-3.89826155609712	0.000133728949192543	0.00120149537670683	0.742096506741332
PIH1D2	gene	protein_coding	PIH1D2	ENSG00000150773.10	chr11	0.464211850132619	2.41149878716753	3.87387585759535	0.000146769715890959	0.00128588884035976	0.740861818710304
C1orf220	gene	lincRNA	C1orf220	ENSG00000213057.5	chr1	-0.28705405528812	1.47611339597274	-3.86740875409127	0.00015042548868001	0.00131036596476357	0.735880160861202
KATNAL2	gene	protein_coding	KATNAL2	ENSG00000167216.16	chr18	0.260364861763509	3.44461630565399	3.89444645565901	0.000135693880408613	0.00121376180527263	0.735428105812039
RP11-55L4.1	gene	antisense	RP11-55L4.1	ENSG00000262296.1	chr17	-0.408711922824843	0.871675642825446	-3.85996132777822	0.000154742437704339	0.00133411889062599	0.734136815155559
FAM178B	gene	protein_coding	FAM178B	ENSG00000168754.14	chr2	0.484492429684789	3.23501499380466	3.88420202196124	0.000141106704280353	0.00124864259017932	0.733670154505767
RP11-421M1.8	gene	lincRNA	RP11-421M1.8	ENSG00000272097.1	chr6	-0.301175045144872	1.83428982110572	-3.86776225444083	0.000150223447240235	0.00130954370166783	0.733537339658576
IQGAP1	gene	protein_coding	IQGAP1	ENSG00000140575.12	chr15	0.406634730610006	5.26932089303896	3.92339858068856	0.000121442233225114	0.00112132430146756	0.733257561384677
TMEM108-AS1	gene	antisense	TMEM108-AS1	ENSG00000251011.5	chr3	-0.393894278210039	0.845055864042165	-3.85845177170957	0.000155631669042919	0.00133941227726007	0.732323998199787
NKX6-3	gene	protein_coding	NKX6-3	ENSG00000165066.12	chr8	-0.364772280923521	1.06741902989408	-3.86102225518572	0.000154120365359161	0.00133163603219842	0.730743770788149
RP11-539L10.2	gene	lincRNA	RP11-539L10.2	ENSG00000246526.2	chr4	-0.333888303979461	1.18105316544906	-3.86145738983086	0.000153865911789159	0.0013303615541341	0.729329472125812
RP11-104N10.2	gene	sense_intronic	RP11-104N10.2	ENSG00000274627.1	chr16	-0.315177844320228	1.64570677701954	-3.86489375483691	0.000151870384048535	0.00131930033563627	0.728440000187876
CTC-552D5.1	gene	lincRNA	CTC-552D5.1	ENSG00000251293.1	chr5	-0.414093318934908	1.14439681229414	-3.86187928096972	0.00015361958316403	0.00132992759914285	0.724400808603809
ADIRF	gene	protein_coding	ADIRF	ENSG00000148671.13	chr10	-0.499847193270115	1.20060522105933	-3.86062421180941	0.000154353478613984	0.00133218167246478	0.723659799751126
SYP-AS1	gene	antisense	SYP-AS1	ENSG00000237341.1	chrX	-0.359190450185084	1.05544351842719	-3.86097249584566	0.00015414948853509	0.00133163603219842	0.723294710080396
KIAA0513	gene	protein_coding	KIAA0513	ENSG00000135709.12	chr16	-0.636557209527087	6.4495580568799	-3.90236956201846	0.000131643380085508	0.00118757265015959	0.720716421727296
RP1-310O13.13	gene	sense_intronic	RP1-310O13.13	ENSG00000278012.1	chr20	-0.398572909661655	1.37048308972558	-3.86165886248569	0.000153748231700943	0.00133026119391321	0.720169425906464
TMEM233	gene	protein_coding	TMEM233	ENSG00000224982.3	chr12	-0.469730265100734	1.44186582073375	-3.85880301417241	0.000155424331653685	0.00133810119926899	0.719794176287887
LINC02060	gene	lincRNA	LINC02060	ENSG00000250156.3	chr5	-0.302943420564928	1.42393322246895	-3.8574610904568	0.000156217879717167	0.00134350089880442	0.71890659914015
PCSK5	gene	protein_coding	PCSK5	ENSG00000099139.13	chr9	-0.242908286153787	1.97001070569029	-3.86650619800038	0.000150942510380132	0.00131336254007826	0.714487006574961
SHISA2	gene	protein_coding	SHISA2	ENSG00000180730.4	chr13	0.595763252980594	2.77806359631711	3.87257630823597	0.000147497498378295	0.00128947687227593	0.714007362201027
DEPDC5	gene	protein_coding	DEPDC5	ENSG00000100150.16	chr22	-0.127447978821676	3.31849984659487	-3.89814628867007	0.00013378791871376	0.00120149537670683	0.713255897499624
DSP	gene	protein_coding	DSP	ENSG00000096696.13	chr6	-0.433003346783616	2.48982504148164	-3.89039039660425	0.000137812964095414	0.00122685306126653	0.71253535593
FBXO15	gene	protein_coding	FBXO15	ENSG00000141665.11	chr18	0.355231980313222	2.18143535312948	3.86459529592983	0.000152042723404937	0.00131930033563627	0.712144731978659
ANKRD13A	gene	protein_coding	ANKRD13A	ENSG00000076513.16	chr12	0.260731487116954	5.09422764310884	3.91814678712453	0.000123917097286156	0.00113641273161409	0.711181737684126
SMARCA5	gene	protein_coding	SMARCA5	ENSG00000153147.5	chr4	0.197863421959081	5.62055844714231	3.91683199621914	0.000124544139348287	0.00114046736308498	0.708174471612061
VPREB3	gene	protein_coding	VPREB3	ENSG00000128218.7	chr22	-0.407436619413287	1.9698189124236	-3.86454737562623	0.000152070411342688	0.00131930033563627	0.708042380313806
SAE1	gene	protein_coding	SAE1	ENSG00000142230.11	chr19	-0.216485983618205	6.14010638846022	-3.90676259141454	0.000129447300826319	0.00117254386787206	0.707678571616153
GPI	gene	protein_coding	GPI	ENSG00000105220.14	chr19	-0.370607132347814	8.0182882415822	-3.88741037969634	0.000139389850405973	0.00123726926682865	0.706895813593261
TRIM11	gene	protein_coding	TRIM11	ENSG00000154370.15	chr1	-0.326566663693919	3.70655950372213	-3.91043920454944	0.000127636147948999	0.00116045869940178	0.706231866222764
SFR1	gene	protein_coding	SFR1	ENSG00000156384.14	chr10	0.350857027028855	3.87103381887548	3.89152906855108	0.00013721491553076	0.00122292832144592	0.70595739508413
RP11-640I15.2	gene	processed_pseudogene	RP11-640I15.2	ENSG00000267227.1	chr17	-0.436850732305201	0.973239471626348	-3.85363948954165	0.000158498896924886	0.00135641159415493	0.704964844460063
GPR22	gene	protein_coding	GPR22	ENSG00000172209.5	chr7	-0.638328557161755	3.67267785797635	-3.91158944670648	0.000127074482690635	0.00115664877061846	0.704182663877705
SYN1	gene	protein_coding	SYN1	ENSG00000008056.13	chrX	-0.888912607786677	8.03560413573634	-3.88173113768678	0.000142442583307384	0.00125684416911086	0.701506348957429
PDCL3	gene	protein_coding	PDCL3	ENSG00000115539.13	chr2	0.200557925237814	4.91084157669474	3.91433393976325	0.000125743810289145	0.00114797257198307	0.701365225884214
LINC01521	gene	lincRNA	LINC01521	ENSG00000213888.3	chr22	-0.285570373380499	2.90786428409417	-3.88955398436236	0.000138253836584197	0.00122942830558974	0.699085999747294
ADGRG2	gene	protein_coding	ADGRG2	ENSG00000173698.17	chrX	-0.45292623344526	1.38469433606188	-3.86231603882215	0.000153364968468491	0.00132836229364129	0.698592764641665
DLGAP1-AS3	gene	antisense	DLGAP1-AS3	ENSG00000263724.1	chr18	-0.474852970791531	1.04175528606616	-3.8494169195529	0.000161055964766162	0.00136962307681255	0.698527075436925
MXD4	gene	protein_coding	MXD4	ENSG00000123933.16	chr4	-0.269744531619972	6.44088946210999	-3.90459021120345	0.000130528890652752	0.00118058286601541	0.697709402828594
OSGEPL1-AS1	gene	antisense	OSGEPL1-AS1	ENSG00000253559.1	chr2	-0.322883615119854	1.88333960273755	-3.85895675437361	0.000155333661729707	0.00133779397871992	0.696576319526618
CH17-385C13.3	gene	protein_coding	CH17-385C13.3	ENSG00000270339.3	chr1	-0.460544754980357	1.22958292306686	-3.85055970511339	0.000160360091836524	0.00136800877783403	0.695962911334051
RP11-196G11.3	gene	TEC	RP11-196G11.3	ENSG00000280160.1	chr16	-0.339900798243796	1.42753070589219	-3.8559020689899	0.000157144634538233	0.0013490927869849	0.695415790516194
XXbac-BPG170G13.32	gene	lincRNA	XXbac-BPG170G13.32	ENSG00000272236.1	chr6	-0.397900176431281	0.860185841212367	-3.84902829115461	0.000161293262870489	0.00137116180490531	0.695365691507576
C1orf109	gene	protein_coding	C1orf109	ENSG00000116922.14	chr1	-0.156229545404253	3.53886957563031	-3.8980793890194	0.00013382215514649	0.00120149537670683	0.694945630235373
ILVBL	gene	protein_coding	ILVBL	ENSG00000105135.15	chr19	0.174090143877673	5.731269187985	3.910959602388	0.000127381745316509	0.00115857864057969	0.693040351545052
NAMA	gene	lincRNA	NAMA	ENSG00000271086.5	chr9	-0.338160071342199	1.23470142494734	-3.84973385154565	0.000160862689908681	0.00136895551346218	0.692992635744418
KLHL11	gene	protein_coding	KLHL11	ENSG00000178502.5	chr17	-0.274256183195243	1.97819978546623	-3.86078816357354	0.000154257420131625	0.00133182506451471	0.692868556935656
CHRNA6	gene	protein_coding	CHRNA6	ENSG00000147434.8	chr8	-0.352922778544505	1.02594212837891	-3.84965072498666	0.000160913361745774	0.00136895551346218	0.691927716111775
TCEA2	gene	protein_coding	TCEA2	ENSG00000171703.16	chr20	-0.240774526453842	6.31572893021432	-3.90281931614272	0.000131416932285581	0.00118640963358374	0.691613490342254
RP11-134G8.5	gene	lincRNA	RP11-134G8.5	ENSG00000223396.2	chr1	0.359606725341822	2.32165538268766	3.8594493021338	0.000155043514172673	0.00133576795319445	0.690438846170133
AQP7	gene	protein_coding	AQP7	ENSG00000165269.12	chr9	-0.400473248286602	1.50322912466513	-3.85298202351665	0.000158894492748955	0.00135836367132188	0.690144132746934
RP11-227G15.6	gene	processed_pseudogene	RP11-227G15.6	ENSG00000264373.1	chr17	-0.415045433670115	0.812764614006274	-3.84544789080237	0.000163495123073935	0.00138648879204909	0.689764480869087
RP11-456I15.2	gene	antisense	RP11-456I15.2	ENSG00000255928.1	chr11	-0.416497655216513	0.823802622924162	-3.84558685253066	0.000163409135915569	0.00138624277434651	0.689412164288784
TMEM35A	gene	protein_coding	TMEM35A	ENSG00000126950.7	chrX	-0.791600458917982	5.52618667409121	-3.89852613931933	0.000133593684715394	0.00120149537670683	0.688586601798083
CCDC6	gene	protein_coding	CCDC6	ENSG00000108091.10	chr10	-0.389886416959285	5.45205220491308	-3.90759421374066	0.000129035508021082	0.00116924912854857	0.68683712865675
ISX-AS1	gene	lincRNA	ISX-AS1	ENSG00000227895.5	chr22	-0.396808053456699	0.937450974998536	-3.84644155206816	0.000162881204587325	0.00138224614845121	0.685616497153658
KRR1	gene	protein_coding	KRR1	ENSG00000111615.13	chr12	-0.155426376753472	3.58654814240051	-3.89650736177844	0.00013462905121868	0.00120556673395307	0.685356491608265
SYCP2	gene	protein_coding	SYCP2	ENSG00000196074.12	chr20	-0.253619468889225	2.21355972755687	-3.85651920371176	0.000156777159149887	0.00134641308934583	0.684510705615939
FRMD5	gene	protein_coding	FRMD5	ENSG00000171877.20	chr15	0.338363777568964	4.9259729990592	3.90833632321303	0.000128669089885411	0.001166797971268	0.683809508335037
DLG4	gene	protein_coding	DLG4	ENSG00000132535.18	chr17	-0.688464130578982	8.2601131693661	-3.87457233147223	0.000146381075653755	0.0012835596057569	0.683556769809252
BCDIN3D-AS1	gene	antisense	BCDIN3D-AS1	ENSG00000258057.5	chr12	-0.199300655384977	2.42539982060978	-3.86392534635671	0.000152430248794011	0.00132120696585618	0.678203322513029
RP11-693J15.6	gene	lincRNA	RP11-693J15.6	ENSG00000277738.1	chr12	-0.407496908369225	0.91167196429428	-3.84278082146729	0.000165153797483756	0.0013966603728814	0.67646065851967
IGHMBP2	gene	protein_coding	IGHMBP2	ENSG00000132740.8	chr11	-0.169264741159991	3.97073671738353	-3.90255752604117	0.000131548696588641	0.00118715867507479	0.673286530318288
RP11-100N21.1	gene	processed_pseudogene	RP11-100N21.1	ENSG00000242262.1	chr4	-0.375938447672282	1.07019774378734	-3.84388765517989	0.000164463520149127	0.00139275929176062	0.66841252405988
RPL11P3	gene	processed_pseudogene	RPL11P3	ENSG00000213613.2	chr10	-0.387477060985409	0.967695037798078	-3.8408425059648	0.000166369250919602	0.00140449822167728	0.667804056960865
TTC25	gene	protein_coding	TTC25	ENSG00000204815.9	chr17	0.534086154476464	3.41492845127722	3.87114160878553	0.0001483049452234	0.00129560478179006	0.666533275101947
SNN	gene	protein_coding	SNN	ENSG00000184602.5	chr16	-0.361546962991881	8.35488068716992	-3.87349020696355	0.000146985334248726	0.00128684893208763	0.665908373446004
WDR25	gene	protein_coding	WDR25	ENSG00000176473.13	chr14	-0.16942792739691	3.39873483279168	-3.88516194110767	0.000140590940067578	0.00124565825631616	0.664795635776835
EFCAB2	gene	protein_coding	EFCAB2	ENSG00000203666.12	chr1	0.316942500945467	3.70657275460116	3.88369563131393	0.000141379510895797	0.00124919433853469	0.663341874547234
GCA	gene	protein_coding	GCA	ENSG00000115271.10	chr2	0.356053044424363	5.36701457090559	3.90460331531802	0.000130522340690837	0.00118058286601541	0.662697268427245
TMEM229A	gene	protein_coding	TMEM229A	ENSG00000234224.2	chr7	0.352994580446416	4.18972673434865	3.88776528004618	0.00013920115914381	0.00123648665976155	0.659902539685389
GS1-304P7.2	gene	processed_pseudogene	GS1-304P7.2	ENSG00000228238.1	chr1	-0.323448621178944	1.44754559742437	-3.84336287421189	0.000164790458307813	0.0013945571654362	0.658852945888177
NOTCH2NL	gene	protein_coding	NOTCH2NL	ENSG00000264343.5	chr1	-0.294325419112357	1.54891438652322	-3.84243856348491	0.000165367802263311	0.00139708077405931	0.658202991834047
RBPJ	gene	protein_coding	RBPJ	ENSG00000168214.20	chr4	0.282003097844045	5.75219282252385	3.9031211468817	0.000131265170266607	0.00118547943303138	0.65789476330405
RP11-107I14.2	gene	lincRNA	RP11-107I14.2	ENSG00000225208.1	chr10	-0.387495428924523	1.03242562403883	-3.83922154117335	0.000167392211101429	0.0014087348654783	0.657679343631716
LINC01727	gene	lincRNA	LINC01727	ENSG00000279082.3	chr20	-0.383291597551333	0.960208873997001	-3.83773642344026	0.000168334672739211	0.00141422380858331	0.657147416704782
RPL21P134	gene	processed_pseudogene	RPL21P134	ENSG00000233254.1	chrX	-0.380734814902978	1.0256356433795	-3.83982213522821	0.000167012494119248	0.00140787989275935	0.656908491752884
RFPL2	gene	protein_coding	RFPL2	ENSG00000128253.13	chr22	-0.508703684322787	2.86249062198995	-3.87597836755384	0.000145599465476938	0.00127885739893643	0.656506999547092
EML1	gene	protein_coding	EML1	ENSG00000066629.16	chr14	0.248497696646917	3.92309931642225	3.89319962971454	0.000136341967586935	0.00121821523003677	0.656325064504046
COL13A1	gene	protein_coding	COL13A1	ENSG00000197467.13	chr10	-0.347268042267228	1.29229036699939	-3.83898084016745	0.000167544620480771	0.00140952995031022	0.655950469830042
AP001625.6	gene	antisense	AP001625.6	ENSG00000235772.1	chr21	-0.364019568106517	1.25223273297124	-3.83974826191365	0.000167059155380034	0.00140787989275935	0.654879974928794
CD55	gene	protein_coding	CD55	ENSG00000196352.14	chr1	0.408724795117838	4.50244198648354	3.89665295247738	0.00013455412821184	0.00120556673395307	0.654247931948285
MAGT1	gene	protein_coding	MAGT1	ENSG00000102158.19	chrX	0.342634031329577	5.04204423218761	3.90013170387679	0.000132775644277828	0.001196337039111	0.652032860231001
CTA-254O6.1	gene	lincRNA	CTA-254O6.1	ENSG00000261462.1	chr7	-0.331387351751847	1.35689274178058	-3.84036113508025	0.000166672414610156	0.00140559440120107	0.651429625718747
RP11-359E3.4	gene	antisense	RP11-359E3.4	ENSG00000272631.1	chr10	-0.240481046237861	1.83216924521833	-3.84376253069679	0.000164541416726611	0.00139293412281088	0.650568751376316
NMNAT3	gene	protein_coding	NMNAT3	ENSG00000163864.15	chr3	-0.269109483993703	3.8547309538897	-3.89386756363952	0.000135994417887296	0.00121586411584478	0.650308465907365
MB21D2	gene	protein_coding	MB21D2	ENSG00000180611.6	chr3	-0.251289500794637	2.82300155213824	-3.86731444916837	0.000150479431755875	0.00131036670530438	0.650108303059512
ZNRF1	gene	protein_coding	ZNRF1	ENSG00000186187.11	chr16	-0.258975060662205	4.73806895565008	-3.89951391242557	0.000133089846465591	0.00119795633167141	0.648612018912355
CTDSPL	gene	protein_coding	CTDSPL	ENSG00000144677.14	chr3	-0.252626257393824	4.51244952583642	-3.89836356199404	0.000133676784706125	0.00120149537670683	0.64819677872527
CHTOP	gene	protein_coding	CHTOP	ENSG00000160679.12	chr1	0.130776058296878	5.85015760581616	3.89783938381269	0.000133945048204214	0.0012020962828508	0.646809847129789
RP11-373E16.1	gene	processed_pseudogene	RP11-373E16.1	ENSG00000213174.3	chr3	-0.371596037822866	1.09391388637548	-3.83369429835677	0.000170925365406277	0.00143153670923743	0.646400420233595
CTD-2287O16.4	gene	lincRNA	CTD-2287O16.4	ENSG00000272265.1	chr5	-0.436865933992578	1.57936902655038	-3.83856884163617	0.000167805799026916	0.00141075158615233	0.645497806703232
MCC	gene	protein_coding	MCC	ENSG00000171444.17	chr5	-0.237392579557332	3.31375234172644	-3.8747496881452	0.000146282264755551	0.0012834646597557	0.641793509200927
PXT1	gene	protein_coding	PXT1	ENSG00000179165.10	chr6	-0.310944973800005	1.1993703070834	-3.83591667882378	0.000169496348776651	0.00142152573793034	0.641171298345458
KCNS1	gene	protein_coding	KCNS1	ENSG00000124134.8	chr20	-0.585965311189638	2.37348193515039	-3.85364989721588	0.000158492642167594	0.00135641159415493	0.639481355105842
LANCL1	gene	protein_coding	LANCL1	ENSG00000115365.11	chr2	0.373076877869159	7.64489506619381	3.87454089107022	0.00014639859868374	0.0012835596057569	0.637844942114191
GSDMB	gene	protein_coding	GSDMB	ENSG00000073605.18	chr17	-0.384791049479423	4.5895900020169	-3.89659510378104	0.000134583893217545	0.00120556673395307	0.637046316357864
AC009237.8	gene	transcribed_unprocessed_pseudogene	AC009237.8	ENSG00000229689.3	chr2	-0.295489466608054	1.6799830337961	-3.83745273612824	0.00016851527313245	0.00141524908364256	0.635894926579072
RP11-498P14.5	gene	lincRNA	RP11-498P14.5	ENSG00000203279.3	chr9	-0.384772716320701	2.34370024793109	-3.85566108436733	0.000157288351485073	0.0013498502968719	0.63500327554987
RP11-1072C15.4	gene	antisense	RP11-1072C15.4	ENSG00000267160.1	chr17	-0.340238853691989	1.62537495130897	-3.83773580578784	0.000168335065748346	0.00141422380858331	0.634555828259595
BHLHA9	gene	protein_coding	BHLHA9	ENSG00000205899.3	chr17	-0.384003983340245	1.25675024932827	-3.83375319039938	0.00017088735026803	0.00143153670923743	0.634449968549749
TEKT4	gene	protein_coding	TEKT4	ENSG00000163060.7	chr2	0.821287371809334	2.25938570648335	3.83927484726237	0.000167358476021028	0.0014087348654783	0.632720469151837
ZNF786	gene	protein_coding	ZNF786	ENSG00000197362.14	chr7	-0.229738435653665	3.09204901184133	-3.87285484506487	0.000147341222549409	0.0012890370171259	0.63230003296587
DTHD1	gene	protein_coding	DTHD1	ENSG00000197057.9	chr4	0.780316342904898	1.74860571145727	3.83189695336078	0.000172089424544328	0.00143979907123916	0.632039020347787
SCN1B	gene	protein_coding	SCN1B	ENSG00000105711.11	chr19	-0.50899117406636	5.65594976401802	-3.89011225536229	0.000137959423881044	0.00122770767484484	0.630723987973864
RFPL1S	gene	antisense	RFPL1S	ENSG00000225465.8	chr22	-0.62291548276247	4.70144244197202	-3.89261518018611	0.000136646768990148	0.0012193671876756	0.629626668100482
AGAP2	gene	protein_coding	AGAP2	ENSG00000135439.11	chr12	-0.728621493964493	8.08532724755291	-3.86091901890492	0.000154180793370446	0.00133163603219842	0.629540001226554
C1orf145	gene	protein_coding	C1orf145	ENSG00000162913.9	chr1	-0.431590941232032	1.7525443178668	-3.84146764631604	0.000165976322605732	0.00140166745192553	0.628118946148711
SCO1	gene	protein_coding	SCO1	ENSG00000133028.10	chr17	-0.150863904423138	3.4845876081368	-3.87559650032491	0.000145811351384994	0.00127979443693972	0.62767653212605
WNT10B	gene	protein_coding	WNT10B	ENSG00000169884.13	chr12	-0.58664545180482	4.7585984305865	-3.89304299890806	0.000136423590119574	0.00121849704390941	0.627583878804914
BLACAT1	gene	lincRNA	BLACAT1	ENSG00000281406.1	chr1	-0.368248651437551	1.35309409319247	-3.83118726333552	0.000172551124747351	0.00144316564630562	0.627134488035287
RIN1	gene	protein_coding	RIN1	ENSG00000174791.10	chr11	-0.654827889937936	5.37048764232414	-3.88776509767467	0.000139201256043689	0.00123648665976155	0.626450525432615
PIGM	gene	protein_coding	PIGM	ENSG00000143315.6	chr1	0.23942186969603	3.29412477028739	3.86670383791142	0.000150829150046204	0.00131294211829129	0.625403818575341
DISP2	gene	protein_coding	DISP2	ENSG00000140323.5	chr15	-0.449820550542787	3.49132252574039	-3.88396379527679	0.000141234981271832	0.00124864259017932	0.61726660991704
WDR37	gene	protein_coding	WDR37	ENSG00000047056.14	chr10	-0.220214110698075	4.54534817075893	-3.89099978926089	0.000137492594303842	0.00122444905542184	0.617086708729341
TFAP4	gene	protein_coding	TFAP4	ENSG00000090447.11	chr16	-0.252273856190675	3.80885324970613	-3.87804797158617	0.000144456182163814	0.00126927371327034	0.616946311956535
RP11-438D14.3	gene	sense_intronic	RP11-438D14.3	ENSG00000273853.1	chr12	-0.387906683068924	1.01777845244155	-3.82978212413681	0.000173468726346041	0.0014498433912742	0.61685594705701
SNORD116-15	gene	snoRNA	SNORD116-15	ENSG00000207174.1	chr15	-0.422218977211867	0.796644701227506	-3.82398958754913	0.000177300499577915	0.00147344831809792	0.615121472402618
HCP5B	gene	lincRNA	HCP5B	ENSG00000281831.1	chr6	-0.36659740566076	1.08407406471002	-3.82350402918365	0.000177625315124587	0.00147344831809792	0.609437912092889
POSTN	gene	protein_coding	POSTN	ENSG00000133110.14	chr13	-0.649372904526501	1.66423071615044	-3.8405155266964	0.00016657512294783	0.00140559440120107	0.609018681031188
RP11-711K1.7	gene	sense_intronic	RP11-711K1.7	ENSG00000255790.5	chr12	-0.364215056664864	1.18867587820933	-3.82801723973416	0.000174627806749316	0.00145802832471203	0.608645274992925
RP11-482G13.1	gene	processed_transcript	RP11-482G13.1	ENSG00000282572.2	chr7	-0.368000455633245	1.01542266957225	-3.82444735956015	0.00017699478733885	0.00147324090863983	0.608332525065628
GLIPR1L2	gene	protein_coding	GLIPR1L2	ENSG00000180481.10	chr12	0.442220027814947	3.01197146681853	3.84242581925111	0.000165375775967563	0.00139708077405931	0.607129101216944
OVOS2	gene	protein_coding	OVOS2	ENSG00000177359.17	chr12	-0.386886299795265	1.12157794449035	-3.8239883696511	0.000177301313589402	0.00147344831809792	0.603998083471881
NIPA1	gene	protein_coding	NIPA1	ENSG00000170113.15	chr15	0.359367028844187	6.08743804654536	3.88365617243946	0.00014140078949135	0.00124919433853469	0.602345154048216
SLC6A5	gene	protein_coding	SLC6A5	ENSG00000165970.11	chr11	-0.347467360243434	0.923228658929634	-3.82350459364677	0.000177624937198316	0.00147344831809792	0.600416229345543
LETM1	gene	protein_coding	LETM1	ENSG00000168924.14	chr4	-0.177725600785812	5.06493717502519	-3.88630565157607	0.000139978760930219	0.0012420434914049	0.600063640611952
ADAMTS5	gene	protein_coding	ADAMTS5	ENSG00000154736.5	chr21	-0.326763412235048	1.24898257543491	-3.82361143182635	0.000177553419309538	0.00147344831809792	0.598782598450562
P2RY11	gene	protein_coding	P2RY11	ENSG00000244165.1	chr19	-0.300020477063358	4.89602095728453	-3.8857462005994	0.000140277894213488	0.00124424395414296	0.597114479194729
FAM155B	gene	protein_coding	FAM155B	ENSG00000130054.4	chrX	-0.30147008827897	3.08121367630347	-3.85740953903995	0.000156248441224462	0.00134350089880442	0.594718399068028
PYROXD2	gene	protein_coding	PYROXD2	ENSG00000119943.12	chr10	0.327033364966971	3.64970319877069	3.85736912827818	0.000156272402121517	0.00134350089880442	0.593855646815133
TALDO1	gene	protein_coding	TALDO1	ENSG00000177156.10	chr11	0.229966752978161	7.93112134771479	3.86145177805446	0.000153869190848063	0.0013303615541341	0.593411007981953
RP13-870H17.3	gene	lincRNA	RP13-870H17.3	ENSG00000254872.3	chr11	-0.430650708372563	1.38534693529391	-3.8236423069866	0.000177532756441363	0.00147344831809792	0.593288207941697
CACTIN	gene	protein_coding	CACTIN	ENSG00000105298.13	chr19	-0.183045261442682	5.13073112777528	-3.88481445644993	0.000140777436467356	0.00124685658145278	0.593195008610717
